Point Number,Degree
0,4
1,3
2,7
3,5
4,6
5,2
6,6
7,5
8,39
9,3
10,3
11,7
12,5
13,5
14,5
15,16
16,12
17,8
18,13
19,11
20,3
21,2
22,9
23,9
24,2
25,8
26,16
27,5
28,5
29,6
30,4
31,7
32,18
33,8
34,3
35,3
36,5
37,4
38,10
39,2
40,4
41,5
42,5
43,2
44,17
45,4
46,3
47,13
48,3
49,6
50,3
51,5
52,5
53,34
54,2
55,12
56,2
57,11
58,2
59,8
60,2
61,7
62,6
63,15
64,2
65,8
66,2
67,7
68,2
69,7
70,2
71,11
72,6
73,2
74,7
75,2
76,8
77,2
78,9
79,14
80,2
81,12
82,3
83,3
84,5
85,4
86,3
87,22
88,2
89,7
90,5
91,3
92,4
93,8
94,2
95,6
96,5
97,3
98,4
99,2
100,27
101,3
102,2
103,19
104,2
105,16
106,3
107,4
108,3
109,11
110,2
111,3
112,10
113,4
114,4
115,8
116,9
117,12
118,3
119,3
120,10
121,2
122,4
123,2
124,12
125,2
126,6
127,2
128,5
129,5
130,2
131,16
132,5
133,2
134,9
135,3
136,3
137,7
138,2
139,9
140,6
141,2
142,8
143,6
144,5
145,4
146,8
147,2
148,15
149,2
150,26
151,6
152,5
153,5
154,5
155,11
156,2
157,5
158,2
159,6
160,2
161,8
162,6
163,4
164,4
165,8
166,3
167,7
168,27
169,4
170,4
171,5
172,3
173,8
174,2
175,5
176,3
177,8
178,4
179,5
180,3
181,2
182,7
183,12
184,21
185,2
186,4
187,3
188,8
189,3
190,8
191,4
192,3
193,3
194,8
195,2
196,14
197,6
198,5
199,4
200,5
201,10
202,2
203,7
204,2
205,8
206,2
207,15
208,4
209,5
210,2
211,7
212,2
213,7
214,5
215,2
216,6
217,3
218,6
219,42
220,4
221,3
222,4
223,4
224,7
225,2
226,5
227,4
228,6
229,3
230,14
231,12
232,5
233,3
234,5
235,5
236,11
237,2
238,13
239,6
240,3
241,4
242,9
243,5
244,5
245,5
246,5
247,19
248,4
249,4
250,4
251,9
252,9
253,2
254,5
255,5
256,3
257,10
258,13
259,11
260,2
261,21
262,19
263,3
264,3
265,5
266,2
267,14
268,4
269,3
270,4
271,5
272,11
273,3
274,3
275,11
276,2
277,4
278,2
279,10
280,2
281,10
282,3
283,3
284,9
285,17
286,3
287,6
288,5
289,3
290,8
291,6
292,4
293,6
294,9
295,19
296,2
297,5
298,2
299,9
300,7
301,6
302,5
303,7
304,6
305,6
306,23
307,13
308,3
309,3
310,6
311,2
312,11
313,3
314,3
315,10
316,2
317,7
318,8
319,3
320,7
321,20
322,5
323,5
324,5
325,5
326,11
327,4
328,3
329,4
330,10
331,7
332,3
333,3
334,10
335,3
336,3
337,10
338,2
339,10
340,3
341,2
342,24
343,4
344,3
345,5
346,2
347,19
348,2
349,3
350,13
351,13
352,4
353,4
354,6
355,11
356,4
357,6
358,12
359,2
360,10
361,3
362,3
363,11
364,2
365,14
366,2
367,5
368,3
369,4
370,10
371,3
372,3
373,22
374,5
375,2
376,14
377,10
378,2
379,5
380,4
381,10
382,6
383,2
384,12
385,4
386,4
387,7
388,10
389,2
390,11
391,4
392,4
393,2
394,24
395,3
396,3
397,8
398,2
399,4
400,5
401,3
402,4
403,76
404,5
405,4
406,5
407,5
408,2
409,10
410,4
411,4
412,4
413,13
414,5
415,3
416,6
417,4
418,8
419,3
420,5
421,4
422,24
423,2
424,7
425,4
426,4
427,5
428,7
429,2
430,15
431,3
432,5
433,3
434,4
435,15
436,3
437,4
438,3
439,12
440,2
441,6
442,4
443,4
444,4
445,16
446,3
447,3
448,4
449,12
450,3
451,3
452,6
453,2
454,5
455,2
456,14
457,3
458,6
459,3
460,3
461,12
462,16
463,2
464,3
465,6
466,2
467,7
468,2
469,12
470,2
471,5
472,4
473,3
474,5
475,24
476,4
477,3
478,4
479,7
480,4
481,4
482,5
483,13
484,9
485,5
486,5
487,2
488,5
489,9
490,5
491,8
492,9
493,3
494,4
495,3
496,15
497,5
498,5
499,5
500,5
501,13
502,5
503,6
504,2
505,3
506,5
507,9
508,15
509,2
510,11
511,2
512,3
513,4
514,3
515,6
516,8
517,4
518,4
519,2
520,12
521,2
522,8
523,5
524,5
525,3
526,8
527,5
528,3
529,10
530,31
531,5
532,3
533,5
534,3
535,6
536,4
537,2
538,19
539,4
540,3
541,4
542,4
543,8
544,10
545,5
546,4
547,4
548,7
549,12
550,3
551,6
552,5
553,4
554,5
555,14
556,3
557,3
558,6
559,2
560,12
561,3
562,3
563,6
564,2
565,8
566,3
567,3
568,22
569,2
570,3
571,8
572,7
573,2
574,5
575,5
576,9
577,4
578,6
579,4
580,4
581,6
582,11
583,3
584,5
585,3
586,3
587,16
588,2
589,16
590,5
591,3
592,4
593,9
594,2
595,4
596,5
597,7
598,4
599,4
600,8
601,2
602,5
603,3
604,2
605,19
606,6
607,7
608,4
609,8
610,4
611,7
612,7
613,39
614,5
615,3
616,9
617,2
618,7
619,5
620,5
621,7
622,2
623,8
624,16
625,6
626,2
627,5
628,5
629,2
630,14
631,2
632,6
633,5
634,12
635,4
636,5
637,3
638,8
639,2
640,10
641,9
642,6
643,3
644,3
645,8
646,4
647,4
648,4
649,13
650,4
651,4
652,4
653,17
654,3
655,3
656,6
657,3
658,4
659,2
660,15
661,2
662,6
663,2
664,7
665,2
666,7
667,7
668,4
669,6
670,6
671,9
672,25
673,4
674,3
675,4
676,12
677,6
678,5
679,8
680,4
681,3
682,6
683,8
684,3
685,3
686,14
687,3
688,6
689,4
690,4
691,5
692,25
693,9
694,4
695,4
696,6
697,4
698,7
699,4
700,2
701,7
702,2
703,9
704,2
705,9
706,2
707,4
708,4
709,3
710,11
711,5
712,4
713,5
714,4
715,16
716,3
717,4
718,3
719,14
720,6
721,3
722,5
723,5
724,4
725,12
726,2
727,3
728,4
729,3
730,2
731,12
732,3
733,6
734,2
735,5
736,4
737,8
738,5
739,3
740,3
741,7
742,2
743,22
744,3
745,3
746,5
747,3
748,5
749,2
750,4
751,19
752,3
753,3
754,6
755,3
756,3
757,14
758,2
759,3
760,5
761,7
762,3
763,3
764,7
765,10
766,8
767,4
768,5
769,3
770,6
771,9
772,7
773,2
774,12
775,4
776,2
777,9
778,6
779,4
780,5
781,5
782,4
783,15
784,3
785,4
786,4
787,2
788,22
789,4
790,4
791,4
792,7
793,2
794,8
795,10
796,2
797,6
798,6
799,3
800,3
801,12
802,6
803,2
804,8
805,3
806,4
807,10
808,9
809,21
810,2
811,7
812,5
813,4
814,4
815,9
816,2
817,6
818,3
819,5
820,36
821,2
822,3
823,10
824,2
825,7
826,6
827,2
828,8
829,3
830,3
831,14
832,9
833,9
834,2
835,9
836,3
837,8
838,9
839,4
840,7
841,12
842,8
843,19
844,3
845,2
846,9
847,5
848,7
849,5
850,6
851,8
852,8
853,12
854,3
855,3
856,4
857,3
858,2
859,2
