Point Number,Degree
0,2
1,5
2,2
3,4
4,4
5,2
6,12
7,3
8,4
9,3
10,5
11,9
12,4
13,5
14,4
15,5
16,10
17,2
18,3
19,6
20,3
21,2
22,15
23,5
24,5
25,4
26,7
27,3
28,4
29,16
30,2
31,5
32,3
33,6
34,2
35,7
36,2
37,5
38,6
39,3
40,3
41,14
42,5
43,5
44,4
45,6
46,2
47,16
48,4
49,4
50,2
51,9
52,4
53,3
54,5
55,12
56,4
57,3
58,7
59,3
60,2
61,6
62,10
63,4
64,4
65,4
66,9
67,3
68,6
69,30
70,3
71,4
72,4
73,2
74,17
75,3
76,6
77,3
78,5
79,4
80,12
81,12
82,12
83,3
84,3
85,8
86,6
87,6
88,7
89,14
90,2
91,4
92,3
93,2
94,16
95,7
96,7
97,5
98,2
99,8
100,6
101,9
102,3
103,4
104,2
105,19
106,3
107,3
108,7
109,4
110,4
111,4
112,25
113,4
114,5
115,3
116,10
117,5
118,7
119,2
120,7
121,9
122,2
123,7
124,4
125,5
126,8
127,2
128,40
129,2
130,4
131,3
132,12
133,2
134,3
135,6
136,11
137,9
138,2
139,4
140,8
141,4
142,4
143,6
144,10
145,2
146,7
147,8
148,3
149,4
150,2
151,23
152,5
153,2
154,4
155,7
156,2
157,6
158,3
159,4
160,5
161,13
162,4
163,3
164,4
165,8
166,2
167,12
168,3
169,2
170,9
171,4
172,2
173,6
174,2
175,8
176,2
177,9
178,3
179,4
180,3
181,17
182,2
183,3
184,11
185,4
186,3
187,4
188,21
189,3
190,3
191,14
192,4
193,3
194,5
195,3
196,8
197,8
198,7
199,5
200,3
201,5
202,6
203,11
204,3
205,7
206,2
207,8
208,22
209,6
210,5
211,4
212,6
213,2
214,9
215,2
216,5
217,2
218,5
219,14
220,4
221,2
222,8
223,2
224,6
225,3
226,3
227,9
228,2
229,3
230,13
231,4
232,5
233,2
234,6
235,4
236,2
237,12
238,2
239,4
240,4
241,4
242,2
243,19
244,2
245,3
246,5
247,7
248,6
249,2
250,6
251,8
252,6
253,4
254,4
255,5
256,10
257,2
258,25
259,2
260,3
261,6
262,14
263,2
264,11
265,3
266,4
267,5
268,10
269,9
270,3
271,6
272,7
273,12
274,3
275,2
276,14
277,4
278,5
279,4
280,6
281,23
282,2
283,7
284,5
285,2
286,7
287,2
288,7
289,3
290,6
291,2
292,51
293,8
294,4
295,6
296,4
297,4
298,11
299,2
300,7
301,7
302,3
303,3
