Point Number,Degree
0,2
1,7
2,3
3,3
4,8
5,4
6,3
7,6
8,4
9,12
10,7
11,5
12,3
13,8
14,2
15,10
16,2
17,6
18,4
19,5
20,2
21,10
22,15
23,2
24,6
25,2
26,5
27,4
28,6
29,2
30,12
31,2
32,7
33,3
34,8
35,3
36,3
37,11
38,2
39,11
40,7
41,4
42,10
43,3
44,5
45,4
46,12
47,2
48,11
49,3
50,3
51,14
52,33
53,5
54,10
55,4
56,4
57,10
58,3
59,5
60,2
61,9
62,10
63,3
64,3
65,5
66,7
67,3
68,2
69,11
70,2
71,19
72,2
73,6
74,4
75,4
76,7
77,5
78,2
79,6
80,2
81,10
82,3
83,3
84,5
85,2
86,11
87,3
88,3
89,5
90,4
91,2
92,14
93,9
94,2
95,7
96,4
97,7
98,5
99,7
100,5
101,2
102,21
103,4
104,4
105,4
106,14
107,3
108,3
109,12
110,10
111,8
112,2
113,5
114,5
115,7
116,6
117,11
118,4
119,4
120,4
121,15
122,5
123,5
124,5
125,5
126,13
127,2
128,3
129,3
130,15
131,5
132,3
133,6
134,4
135,5
136,12
137,8
138,3
139,3
140,9
141,2
142,6
143,7
144,2
145,7
146,15
147,4
148,3
149,5
150,3
151,28
152,4
153,5
154,4
155,6
156,3
157,10
158,4
159,3
160,4
161,8
162,4
163,3
164,4
165,25
166,4
167,4
168,4
169,5
170,12
171,2
172,4
173,3
174,6
175,5
176,2
177,6
178,11
179,3
180,3
181,7
182,7
183,9
184,2
185,5
186,2
187,7
188,3
189,9
190,12
191,18
192,5
193,8
194,6
195,2
196,6
197,5
198,11
199,3
200,6
201,3
202,3
203,6
204,2
205,13
206,5
207,5
208,6
209,2
210,8
211,16
212,4
213,4
214,4
215,6
216,2
217,17
218,5
219,2
220,5
221,6
222,3
223,3
224,13
225,5
226,2
227,7
228,2
229,4
230,6
231,15
232,4
233,3
234,4
235,7
236,2
237,6
238,3
239,6
240,2
241,13
242,3
243,2
244,6
245,3
246,3
247,10
248,4
249,3
250,4
251,9
252,4
253,3
254,4
255,13
256,8
257,6
258,4
259,6
260,5
261,5
262,15
263,6
264,3
265,5
266,4
267,6
268,9
269,2
270,5
271,5
272,4
273,6
274,4
275,37
276,2
277,4
278,7
279,2
280,6
281,4
282,6
283,2
284,17
285,10
286,5
287,5
288,5
289,6
290,18
291,9
292,3
293,5
294,3
295,7
296,14
297,4
298,3
299,6
300,3
301,4
302,11
303,2
304,5
305,11
306,3
307,3
308,5
309,2
310,11
311,2
312,20
313,7
314,5
315,3
316,8
317,4
318,2
319,12
320,3
321,3
322,6
323,4
324,8
325,2
326,3
327,9
328,2
329,17
330,6
331,2
332,9
333,2
334,5
335,3
336,8
337,2
338,9
339,5
340,4
341,5
342,5
343,40
344,2
345,4
346,3
347,8
348,4
349,5
350,5
351,10
352,8
353,2
354,5
355,7
356,9
357,2
358,6
359,3
360,6
361,2
362,9
363,20
364,4
365,4
366,4
367,19
368,3
369,3
370,7
371,5
372,2
373,7
374,4
375,5
376,3
377,12
378,3
379,3
380,11
381,4
382,2
383,12
384,2
385,6
386,2
387,9
388,5
389,4
390,5
391,4
392,14
393,2
394,13
395,6
396,5
397,6
398,13
399,2
400,7
401,10
402,4
403,2
404,17
405,6
406,3
407,10
408,4
409,4
410,10
411,7
412,7
413,7
414,2
415,15
416,5
417,5
418,6
419,6
420,19
421,4
422,3
423,6
424,3
425,11
426,2
427,46
428,2
429,4
430,3
431,5
432,3
433,16
434,8
435,6
436,8
437,2
438,12
439,7
440,3
441,8
442,5
443,9
444,7
445,4
446,17
447,4
448,3
449,5
450,7
451,3
452,2
453,64
454,2
455,5
456,4
457,4
458,11
459,6
460,5
461,4
462,8
463,3
464,6
465,15
466,2
467,7
468,3
469,5
470,9
471,4
472,3
473,6
474,9
475,4
476,3
477,4
478,30
479,2
480,9
481,3
482,4
483,8
484,3
485,3
486,8
487,5
488,2
489,6
490,9
491,2
492,8
493,4
494,5
495,4
496,6
497,3
498,17
499,6
500,2
501,6
502,2
503,6
504,3
505,3
506,16
507,2
508,5
509,6
510,3
511,5
512,3
513,2
514,13
515,4
516,3
517,5
518,11
519,16
520,2
521,4
522,3
523,5
524,7
525,5
526,3
527,6
528,7
529,4
530,3
531,4
532,19
533,5
534,4
535,5
536,4
537,13
538,6
539,3
540,8
541,3
542,3
543,11
544,4
545,3
546,8
547,5
548,5
549,5
550,7
551,16
552,2
553,3
554,10
555,4
556,4
557,5
558,4
559,2
560,35
561,2
562,3
563,13
564,13
565,3
566,3
567,8
568,2
569,8
570,2
571,7
572,12
573,4
574,4
575,4
576,11
577,5
578,6
579,9
580,2
581,17
582,2
583,5
584,2
585,6
586,9
587,2
588,8
589,7
590,3
591,3
592,7
