Point Number,Degree
0,2
1,6
2,3
3,4
4,4
5,2
6,8
7,4
8,2
9,5
10,2
11,13
12,2
13,6
14,7
15,3
16,4
17,2
18,13
19,2
20,6
21,5
22,4
23,2
24,9
25,4
26,3
27,5
28,14
29,3
30,3
31,7
32,3
33,4
34,3
35,30
36,2
37,11
38,2
39,4
40,13
41,6
42,8
43,3
44,4
45,7
46,7
47,6
48,15
49,5
50,7
51,2
52,4
53,2
54,14
55,3
56,3
57,8
58,4
59,8
60,2
61,9
62,2
63,13
64,4
65,3
66,4
67,2
68,17
69,2
70,6
71,3
72,2
73,6
74,4
75,17
76,4
77,3
78,4
79,6
80,6
81,2
82,5
83,2
84,6
85,5
86,2
87,5
88,2
89,16
90,4
91,5
92,2
93,6
94,2
95,10
96,2
97,4
98,2
99,8
100,3
101,3
102,5
103,3
104,2
105,11
106,3
107,3
108,8
109,2
110,4
111,3
112,10
113,4
114,4
115,4
116,6
117,4
118,3
119,2
120,28
121,6
122,3
123,5
124,3
125,9
126,3
127,5
128,2
129,6
130,2
131,8
132,9
133,5
134,6
135,3
136,6
137,5
138,17
139,4
140,3
141,5
142,3
143,13
144,2
145,10
146,2
147,3
148,12
149,4
150,3
151,4
152,6
153,3
154,11
155,3
156,4
157,3
158,13
159,5
160,6
161,2
162,9
163,11
164,20
165,5
166,5
167,5
168,5
169,11
170,2
171,3
172,7
173,3
174,5
175,2
176,6
177,2
178,13
179,4
180,4
181,4
182,7
183,20
184,3
185,3
186,4
187,11
188,5
189,3
190,8
191,6
192,6
193,3
194,6
195,11
196,3
197,3
198,16
199,2
200,4
201,4
202,3
203,12
204,2
205,5
206,4
207,4
208,11
209,5
210,3
211,4
212,6
213,3
214,3
215,21
216,7
217,2
218,8
219,3
220,7
221,6
222,6
223,18
224,4
225,4
226,4
227,9
228,4
229,4
230,3
231,5
232,13
233,3
234,2
235,8
236,8
237,3
238,2
239,13
240,4
241,2
242,7
243,6
244,3
245,5
246,7
247,2
248,18
249,9
250,5
251,3
252,4
253,6
254,4
255,10
256,5
257,4
258,5
259,4
260,15
261,4
262,4
263,4
264,8
265,2
266,5
267,4
268,3
269,5
270,30
271,2
272,8
273,5
274,4
275,6
276,5
277,12
278,2
279,3
280,6
281,3
282,5
283,5
284,16
285,4
286,4
287,4
288,14
289,2
290,8
291,2
292,3
293,4
294,7
295,2
296,7
297,5
298,3
299,5
300,15
301,4
302,2
303,7
304,4
305,7
306,4
307,2
308,7
309,7
310,25
311,4
312,3
313,5
314,3
315,13
316,2
317,8
318,3
319,5
320,4
321,10
322,3
323,3
324,8
325,2
326,10
327,4
328,5
329,2
330,7
331,2
332,5
333,3
334,3
335,24
336,4
337,5
338,4
339,5
340,9
341,5
342,2
343,6
344,3
345,13
346,4
347,4
348,4
349,8
350,3
351,2
352,7
353,3
354,12
355,6
356,5
357,6
358,4
359,6
360,14
361,2
362,4
363,3
364,9
365,3
366,4
367,4
368,2
369,9
370,6
371,4
372,3
373,5
374,2
375,12
376,2
377,7
378,4
379,4
380,5
381,4
382,2
383,39
384,3
385,3
386,10
387,2
388,10
389,4
390,4
391,6
392,10
393,2
394,6
395,3
396,4
397,12
398,2
399,6
400,2
401,8
402,5
403,2
404,4
405,6
406,2
407,14
408,2
409,4
410,5
411,3
412,3
413,31
414,2
415,4
416,3
417,6
418,3
419,4
420,13
421,2
422,6
423,5
424,4
425,5
426,6
427,18
428,7
429,8
430,3
431,7
432,2
433,6
434,6
435,12
436,2
437,7
438,4
439,4
440,6
441,2
442,11
443,19
444,5
445,4
446,4
447,8
448,4
449,4
450,5
451,7
452,2
453,6
454,2
455,9
456,6
457,2
458,22
459,2
460,6
461,3
462,4
463,5
464,4
465,11
466,4
467,4
468,4
469,8
470,3
471,2
472,10
473,3
474,3
475,6
476,9
477,5
478,3
479,4
480,8
481,4
482,2
483,9
484,3
485,4
486,2
487,26
488,2
489,12
490,3
491,3
492,11
493,6
494,2
495,9
496,2
497,7
498,9
499,2
500,6
501,9
502,2
503,12
504,2
505,3
506,4
507,3
508,5
509,2
510,14
511,12
512,2
513,8
514,6
515,9
516,9
517,2
518,8
519,9
520,9
521,11
522,2
523,18
524,6
525,3
526,4
527,4
528,8
529,5
530,3
531,5
532,2
533,13
534,5
535,5
536,5
537,5
538,38
539,3
540,3
541,8
542,2
543,6
544,5
545,5
546,7
547,4
548,2
549,11
550,5
551,6
552,3
553,3
554,8
555,2
556,4
557,2
558,11
559,4
560,3
561,5
562,2
563,15
564,3
565,4
566,2
567,8
568,4
569,3
570,5
571,2
572,15
573,2
574,8
575,4
576,3
577,5
578,4
579,8
580,3
581,3
582,18
583,2
584,6
585,9
586,2
587,8
588,6
589,5
590,8
591,8
592,3
593,3
594,23
595,8
596,7
597,5
598,4
599,2
600,10
601,2
602,6
603,7
604,2
605,13
606,4
607,5
608,2
609,5
610,9
611,6
612,4
613,3
614,5
615,2
616,9
617,2
618,4
619,4
620,2
621,19
622,2
623,12
624,3
625,4
626,4
627,3
628,12
629,2
630,5
631,4
632,2
633,5
634,10
635,3
636,2
637,7
638,4
639,4
640,2
641,6
642,2
643,15
644,8
645,6
646,4
647,4
648,7
649,2
650,7
651,6
652,3
653,3
654,27
655,4
656,4
657,4
658,11
659,2
660,4
661,2
662,7
663,6
664,3
665,2
666,8
667,2
668,17
669,7
670,3
671,7
672,3
673,6
674,7
675,3
676,3
677,11
678,4
679,2
680,4
681,12
682,5
683,4
684,6
685,4
686,6
687,57
688,3
689,3
690,11
691,4
692,6
693,5
694,6
695,10
696,8
697,5
698,4
699,4
700,8
701,9
702,2
703,5
704,5
705,3
706,3
707,14
708,3
709,4
710,4
711,2
712,10
713,5
714,2
715,4
716,5
717,20
718,3
719,3
720,14
721,2
722,16
723,2
724,12
725,2
726,7
727,2
728,3
729,6
730,5
731,11
732,2
733,15
734,4
735,6
736,4
737,4
738,6
739,12
740,2
741,3
742,19
743,5
744,3
745,5
746,6
747,3
748,4
749,11
750,2
751,7
752,2
753,15
754,2
755,5
756,5
757,2
758,5
759,13
760,3
761,4
762,3
763,15
764,2
765,5
766,3
767,3
768,9
769,4
770,4
771,4
772,21
773,3
774,3
775,11
776,3
777,3
778,7
779,4
780,4
781,5
782,11
783,6
784,6
785,5
786,5
787,8
788,19
789,3
790,3
791,9
792,3
793,5
794,4
795,7
796,3
797,5
798,16
799,2
800,4
801,2
802,6
803,2
804,3
805,10
806,4
807,4
808,4
809,14
810,8
811,3
812,5
813,4
814,5
815,5
816,5
817,2
818,17
819,2
820,8
821,4
822,7
823,4
824,3
825,7
826,8
827,3
828,2
829,10
830,6
831,4
832,4
833,6
834,4
835,18
836,4
837,5
838,3
839,6
840,3
841,14
842,5
843,4
844,3
845,5
846,5
