Point Number,Degree
0,6
1,6
2,2
3,7
4,3
5,3
6,7
7,6
8,3
9,5
10,3
11,3
12,25
13,7
14,2
15,7
16,4
17,6
18,5
19,10
20,9
21,3
22,3
23,6
24,7
25,2
26,7
27,2
28,8
29,8
30,26
31,6
32,5
33,3
34,5
35,7
36,3
37,6
38,2
39,10
40,5
41,3
42,4
43,7
44,3
45,3
46,10
47,2
48,4
49,2
50,7
51,2
52,4
53,3
54,2
55,19
56,3
57,3
58,12
59,2
60,10
61,8
62,2
63,4
64,2
65,10
66,3
67,3
68,10
69,3
70,3
71,14
72,4
73,3
74,6
75,4
76,5
77,2
78,25
79,5
80,3
81,4
82,5
83,3
84,12
85,5
86,3
87,5
88,2
89,6
90,9
91,6
92,2
93,4
94,7
95,4
96,4
97,4
98,11
99,2
100,3
101,13
102,2
103,4
104,3
105,15
106,3
107,2
108,7
109,4
110,4
111,5
112,13
113,2
114,3
115,8
116,7
117,5
118,4
119,9
120,4
121,8
122,2
123,11
124,3
125,6
126,2
127,32
128,3
129,5
130,4
131,4
132,12
133,3
134,3
135,17
136,7
137,2
138,5
139,4
140,8
141,3
142,4
143,3
144,19
145,6
146,4
147,4
148,5
149,4
150,7
151,4
152,3
153,5
154,15
155,7
156,7
157,2
158,7
159,3
160,6
161,9
162,2
163,7
164,5
165,3
166,6
167,3
168,10
169,19
170,4
171,4
172,4
173,13
174,6
175,2
176,7
177,5
178,2
179,6
180,11
181,19
182,2
183,5
184,5
185,2
186,5
187,14
188,3
189,3
190,6
191,5
192,4
193,2
194,7
195,2
196,11
197,2
198,9
199,2
200,6
201,5
202,6
203,4
204,6
205,18
206,7
207,3
208,10
209,3
210,5
211,3
212,5
213,10
214,2
215,10
216,4
217,4
218,4
219,12
220,5
221,5
222,5
223,5
224,34
225,3
226,3
227,5
228,2
229,13
230,3
231,11
232,7
233,2
234,5
235,4
236,8
237,5
238,14
239,7
240,2
241,4
242,4
243,8
244,3
245,3
246,12
247,3
248,3
249,16
250,10
251,2
252,5
253,11
254,4
255,3
256,9
257,2
258,10
259,2
260,13
261,3
262,4
263,9
264,2
265,9
266,18
267,4
268,3
269,6
270,4
271,4
272,90
273,2
274,8
275,3
276,5
277,4
278,9
279,7
280,3
281,6
282,5
283,8
284,2
285,19
286,4
287,4
288,5
289,4
290,9
291,4
292,2
293,6
294,11
295,4
296,3
297,4
298,17
299,5
300,5
301,5
302,5
303,9
304,2
305,7
306,8
307,5
308,5
309,7
310,2
311,12
312,5
313,3
314,6
315,3
316,8
317,23
318,3
319,4
320,3
321,11
322,2
323,4
324,2
325,7
326,2
327,9
328,2
329,5
330,4
331,2
332,6
333,2
334,18
335,2
336,3
337,4
338,2
339,4
340,8
341,3
342,3
343,9
344,3
345,3
346,8
347,3
348,2
349,20
350,2
351,3
352,8
353,3
354,3
355,6
356,2
357,12
358,4
359,4
360,5
361,2
362,13
363,2
364,8
365,5
366,6
367,2
368,5
369,6
370,14
371,2
372,5
373,2
374,4
375,8
376,4
377,4
378,4
379,19
380,4
381,3
382,6
383,5
384,3
385,5
386,8
387,19
388,2
389,8
390,3
391,7
392,8
393,4
394,2
395,5
396,10
397,5
398,7
399,3
400,5
401,2
402,14
403,5
404,5
405,2
406,5
407,7
408,2
409,23
410,2
411,9
412,4
413,4
414,5
415,11
416,4
417,3
418,6
419,6
420,5
421,11
422,2
423,4
424,2
425,13
426,5
427,4
428,4
429,8
430,5
431,4
432,2
433,8
434,3
435,3
436,11
437,6
438,2
439,7
440,3
441,4
442,3
443,12
444,3
445,3
446,7
447,2
448,6
449,2
450,11
451,3
452,5
453,4
454,4
455,56
456,2
457,4
458,3
459,9
460,2
461,6
462,5
463,5
464,9
465,3
466,4
467,4
468,10
469,2
470,5
471,3
472,3
473,18
474,2
475,6
476,3
477,4
478,8
479,2
480,5
481,7
482,4
483,2
484,7
485,2
486,8
487,3
488,6
489,2
490,24
491,10
492,6
493,4
494,5
495,10
496,5
497,5
498,6
499,7
500,9
501,2
502,11
503,2
504,8
505,5
506,4
507,4
508,5
509,16
510,2
511,6
512,5
513,5
514,5
515,24
516,2
517,5
518,3
519,4
520,9
521,3
522,6
523,6
524,2
525,6
526,8
527,3
528,3
529,18
530,2
531,5
532,4
533,2
534,6
535,2
536,7
537,2
538,9
539,4
540,4
541,4
542,7
543,2
544,6
545,3
546,3
547,17
548,2
549,5
550,3
551,6
552,2
553,5
554,2
555,14
556,3
557,3
558,6
559,3
560,5
561,2
562,25
563,2
564,6
565,7
566,5
567,3
568,6
569,6
570,16
571,7
572,4
573,3
574,10
575,7
576,2
577,4
578,8
579,5
580,2
581,6
582,2
583,11
584,7
585,17
586,2
587,6
588,2
589,6
590,3
591,5
592,10
593,5
594,4
595,4
596,5
597,22
598,2
599,16
600,4
601,4
602,4
603,11
604,10
605,2
606,13
607,3
608,5
609,5
610,5
611,6
612,8
613,7
614,12
615,18
616,9
617,2
618,8
619,4
620,3
621,3
622,18
623,8
624,5
625,7
626,7
627,2
628,8
629,6
630,3
631,3
632,24
633,3
634,6
635,5
636,5
637,5
638,52
639,4
640,3
641,5
642,3
643,11
644,2
645,3
646,9
647,3
648,3
649,14
650,2
651,5
652,3
653,7
654,2
655,8
656,5
657,2
658,6
659,7
660,2
661,17
662,8
663,2
664,3
665,5
666,6
667,3
668,3
669,17
670,3
671,3
672,12
673,3
674,3
675,10
676,2
677,5
678,7
679,10
680,2
