Point Number,Degree
0,6
1,4
2,5
3,3
4,7
5,3
6,3
7,15
8,3
9,3
10,9
11,5
12,4
13,5
14,11
15,3
16,7
17,3
18,7
19,7
20,2
21,8
22,28
23,6
24,4
25,4
26,10
27,5
28,6
29,4
30,6
31,14
32,5
33,5
34,4
35,7
36,6
37,3
38,5
39,15
40,2
41,7
42,4
43,4
44,9
45,4
46,4
47,5
48,11
49,3
50,6
51,4
52,4
53,5
54,29
55,2
56,9
57,6
58,5
59,6
60,6
61,4
62,10
63,5
64,2
65,13
66,3
67,3
68,6
69,3
70,6
71,6
72,3
73,8
74,4
75,4
76,7
77,2
78,56
79,3
80,3
81,5
82,3
83,11
84,3
85,5
86,4
87,8
88,2
89,6
90,5
91,4
92,3
93,5
94,15
95,3
96,6
97,5
98,5
99,6
100,9
101,2
102,16
103,2
104,11
105,2
106,13
107,10
108,4
109,5
110,2
111,6
112,16
113,5
114,4
115,5
116,2
117,9
118,3
119,6
120,3
121,4
122,2
123,20
124,3
125,4
126,3
127,16
128,3
129,3
130,8
131,2
132,5
133,3
134,4
135,14
136,12
137,3
138,4
139,2
140,19
141,4
142,2
143,7
144,3
145,3
146,9
147,4
148,4
149,5
150,3
151,20
152,2
153,8
154,10
155,3
156,3
157,6
158,2
159,10
160,2
161,4
162,4
163,9
164,3
165,3
166,12
167,2
168,5
169,4
170,2
171,6
172,2
173,15
174,5
175,2
176,4
177,8
178,3
179,3
180,7
181,4
182,2
183,6
184,29
185,3
186,3
187,8
188,2
189,5
190,5
191,2
192,10
193,5
194,5
195,5
196,5
197,29
198,2
199,3
200,6
201,4
202,6
203,4
204,4
205,7
206,15
207,3
208,5
209,4
210,4
211,12
212,2
213,6
214,2
215,6
216,2
217,6
218,2
219,9
220,3
221,2
222,17
223,8
224,8
225,2
226,5
227,7
228,2
229,8
230,2
231,6
232,9
233,2
234,7
235,3
236,5
237,3
238,4
239,16
240,2
241,4
242,2
243,6
244,4
245,3
246,2
247,7
248,3
249,3
250,21
251,3
252,3
253,5
254,2
255,6
256,2
257,5
258,3
259,2
260,12
261,2
262,6
263,2
264,3
265,10
266,6
267,3
268,5
269,4
270,7
271,2
272,12
273,3
274,3
275,4
276,7
277,4
278,3
279,4
280,15
281,4
282,2
283,6
284,2
285,6
286,3
287,4
288,2
289,28
290,3
291,3
292,4
293,5
294,2
295,5
296,2
297,10
298,6
299,3
300,3
301,10
302,4
303,2
304,6
305,2
306,5
307,2
308,11
309,3
310,3
311,10
312,3
313,3
314,20
315,2
316,4
317,6
318,4
319,5
320,5
321,8
322,2
323,12
324,2
325,8
326,5
327,5
328,5
329,6
330,8
331,2
332,19
333,4
334,5
335,2
336,7
337,4
338,2
339,6
340,2
341,17
342,2
343,6
344,8
345,2
346,7
347,4
348,4
349,4
350,9
351,5
352,2
353,4
354,4
355,3
356,3
357,12
358,2
359,3
360,14
361,2
362,3
363,6
364,4
365,4
366,5
367,2
368,26
369,6
370,6
371,6
372,5
373,6
374,12
375,10
376,3
377,3
378,13
379,3
380,3
381,6
382,6
383,3
384,3
385,10
386,2
387,12
388,4
389,4
390,5
391,12
392,4
393,4
394,4
395,18
396,3
397,5
398,3
399,4
400,9
401,3
402,4
403,2
404,17
405,2
406,13
407,8
408,2
409,4
410,11
411,2
412,6
413,7
414,5
415,9
416,2
417,12
418,2
419,12
420,2
421,7
422,2
423,7
424,4
425,4
426,6
427,15
428,4
429,3
430,10
431,6
432,7
433,5
434,5
435,9
436,3
437,12
438,59
439,3
440,4
441,3
442,16
443,3
444,3
