Point Number,Degree
0,3
1,2
2,4
3,2
4,7
5,3
6,3
7,6
8,2
9,5
10,2
11,9
12,2
13,4
14,2
15,7
16,8
17,2
18,4
19,5
20,4
21,5
22,8
23,11
24,5
25,4
26,5
27,4
28,11
29,4
30,4
31,2
32,7
33,7
34,2
35,7
36,2
37,4
38,6
39,3
40,8
41,30
42,3
43,3
44,8
45,2
46,7
47,3
48,5
49,6
50,9
51,6
52,12
53,6
54,5
55,3
56,6
57,4
58,8
59,4
60,3
61,3
62,14
63,2
64,5
65,2
66,6
67,2
68,13
69,2
70,3
71,5
72,4
73,3
74,5
75,24
76,3
77,7
78,5
79,6
80,5
81,6
82,17
83,2
84,5
85,4
86,5
87,2
88,12
89,3
90,3
91,9
92,2
93,4
94,3
95,12
96,3
97,5
98,4
99,4
100,11
101,2
102,14
103,5
104,4
105,2
106,6
107,2
108,6
109,10
110,3
111,3
112,11
113,2
114,4
115,8
116,3
117,5
118,5
119,5
120,4
121,18
122,3
123,3
124,8
125,2
126,4
127,3
128,8
129,4
130,5
131,3
132,5
133,30
134,2
135,8
136,3
137,3
138,8
139,2
140,8
141,3
142,3
143,11
144,2
145,7
146,5
147,4
148,5
149,8
150,2
151,23
152,5
153,3
154,5
155,4
156,14
157,5
158,2
159,5
160,4
161,12
162,3
163,4
164,3
165,10
166,3
167,3
168,8
169,20
170,3
171,4
172,2
173,6
174,4
175,2
176,11
177,3
178,3
179,10
180,3
181,3
182,8
183,2
184,6
185,11
186,2
187,5
188,2
189,4
190,8
191,2
192,3
193,15
194,2
195,6
196,2
197,6
198,4
199,2
200,7
201,2
202,15
203,6
204,6
205,3
206,5
207,5
208,8
209,2
210,18
211,2
212,10
213,3
214,3
215,9
216,2
217,5
218,6
219,5
220,4
221,2
222,16
223,2
224,8
225,6
226,5
227,6
228,8
229,5
230,3
231,6
232,6
233,36
234,2
235,8
236,4
237,5
238,7
239,3
240,5
241,18
242,5
243,2
244,6
245,2
246,6
247,2
248,10
249,9
250,2
251,4
252,3
253,2
254,12
255,3
256,2
257,11
258,2
259,5
260,2
261,4
262,9
263,4
264,5
265,3
266,5
267,15
268,2
269,4
270,2
271,16
272,4
273,4
274,4
275,10
276,2
277,3
278,5
279,3
280,3
281,9
282,5
283,3
284,6
285,3
286,5
287,18
288,4
289,2
290,10
291,2
292,9
293,2
294,9
295,2
296,8
297,8
298,2
299,13
300,4
301,3
302,5
303,2
304,52
305,2
306,5
307,3
308,4
309,7
310,2
311,9
312,6
313,2
314,9
315,2
316,5
317,8
318,5
319,2
320,7
321,9
322,13
323,5
324,3
325,3
326,7
327,2
328,16
329,2
330,6
331,8
332,10
333,3
334,3
335,5
336,9
337,4
338,5
339,3
340,2
341,13
342,4
343,4
344,5
345,2
346,15
347,2
348,14
349,3
350,3
351,8
352,2
353,4
354,2
355,13
356,5
357,4
358,4
359,8
360,2
361,5
362,4
363,18
364,2
365,8
366,2
367,4
368,8
369,4
370,4
371,5
372,12
373,5
374,2
375,6
376,6
377,3
378,4
379,2
380,10
381,15
382,3
383,3
384,6
385,2
386,8
387,3
388,4
389,4
390,2
391,16
392,2
393,10
394,3
395,4
396,2
397,12
398,3
399,2
400,10
401,2
402,4
403,2
404,7
405,8
406,4
407,2
408,4
409,13
410,3
411,3
412,6
413,3
414,3
415,6
416,2
417,14
418,7
419,7
420,2
421,6
422,2
423,11
424,5
425,5
426,3
427,10
428,4
429,9
430,2
431,61
432,3
433,3
434,7
435,2
436,5
437,4
438,16
439,2
440,3
441,8
442,3
443,3
444,7
445,3
446,5
447,9
448,2
449,9
450,4
451,5
452,4
453,7
454,2
455,4
456,15
457,4
458,3
459,5
460,2
461,7
462,2
463,7
464,5
465,3
466,3
467,14
468,2
469,5
470,2
471,7
472,5
473,5
474,13
475,2
476,6
477,4
478,4
479,7
480,7
481,6
482,2
483,5
484,5
485,7
486,2
487,20
488,2
489,8
490,6
491,2
492,8
493,8
494,6
495,5
496,6
497,10
498,10
499,21
500,3
501,3
