Point Number,Degree
0,3
1,2
2,5
3,4
4,2
5,5
6,2
7,15
8,2
9,6
10,6
11,2
12,6
13,5
14,9
15,3
16,3
17,7
18,3
19,3
20,10
21,2
22,10
23,2
24,5
25,7
26,2
27,6
28,2
29,7
30,3
31,4
32,14
33,2
34,5
35,7
36,5
37,4
38,6
39,6
40,21
41,2
42,7
43,3
44,4
45,2
46,20
47,2
48,6
49,5
50,5
51,5
52,13
53,2
54,8
55,8
56,6
57,9
58,6
59,10
60,10
61,21
62,2
63,4
64,3
65,8
66,6
67,3
68,3
69,8
70,2
71,7
72,5
73,2
74,21
75,7
76,2
77,5
78,6
79,5
80,6
81,3
82,13
83,2
84,4
85,3
86,14
87,2
88,11
89,2
90,4
91,6
92,8
93,2
94,6
95,3
96,10
97,7
98,5
99,2
100,14
101,23
102,2
103,5
104,4
105,4
106,10
107,2
108,6
109,3
110,2
111,7
112,5
113,2
114,8
115,3
116,3
117,26
118,4
119,4
120,4
121,6
122,2
123,8
124,2
125,6
126,8
127,5
128,5
129,6
130,3
131,9
132,18
133,4
134,4
135,4
136,6
137,2
138,11
139,5
140,3
141,5
142,3
143,9
144,2
145,7
146,2
147,6
148,18
149,2
150,6
151,2
152,6
153,2
154,7
155,3
156,3
157,12
158,3
159,3
160,6
161,2
162,5
163,10
164,5
165,3
166,5
167,4
168,8
169,2
170,4
171,2
172,17
173,4
174,2
175,4
176,8
177,4
178,4
179,5
180,7
181,2
182,12
183,4
184,4
185,4
186,7
187,3
188,2
189,7
190,2
191,12
192,2
193,6
194,6
195,2
196,7
197,4
198,2
199,7
200,14
201,2
202,5
203,3
204,4
205,6
206,2
207,20
208,10
209,4
210,4
211,6
212,2
213,10
214,2
215,11
216,7
217,2
218,5
219,5
220,6
221,2
222,10
223,9
224,2
225,5
226,18
227,5
228,4
229,5
230,4
231,10
232,5
233,3
234,3
235,6
236,9
237,5
238,4
239,2
240,8
241,2
242,11
243,2
244,6
245,3
246,5
247,4
248,22
249,2
250,4
251,2
252,12
253,9
254,10
255,2
256,5
257,10
258,4
259,2
260,11
261,10
262,2
263,11
264,2
265,11
266,2
267,17
268,2
269,4
270,3
271,5
272,2
273,7
274,3
275,5
276,2
277,4
278,20
279,5
280,5
281,7
282,2
283,4
284,6
285,12
286,3
287,2
288,13
289,4
290,4
291,4
292,14
293,2
294,6
295,6
296,8
297,2
298,6
299,2
300,4
301,4
302,12
303,2
304,14
305,5
306,2
307,4
308,5
309,2
310,12
311,3
312,3
313,8
314,2
315,7
316,4
317,3
318,7
319,3
320,5
321,25
322,4
323,6
324,4
325,4
326,10
327,2
328,8
329,5
330,3
331,9
332,2
333,3
334,7
335,38
336,2
337,5
338,3
339,4
340,5
341,6
342,2
343,4
344,5
345,4
346,3
347,3
348,23
349,4
350,4
351,4
352,12
353,8
354,2
355,13
356,2
357,3
358,5
359,3
360,6
361,12
362,3
363,3
364,15
365,4
366,3
367,6
368,3
369,4
370,15
371,2
372,3
373,7
374,7
375,2
376,8
377,4
378,3
379,4
380,19
381,4
382,4
383,4
384,17
385,2
386,5
387,3
388,3
389,40
390,2
391,4
392,3
393,13
394,2
395,14
396,2
397,10
398,5
399,6
400,7
401,11
402,2
403,8
404,7
405,14
406,3
407,3
408,8
409,5
410,2
411,7
412,2
413,14
414,2
415,7
416,7
417,5
418,2
419,7
420,12
421,3
422,4
423,2
424,27
425,4
426,3
427,5
428,2
429,8
430,2
431,5
432,2
433,9
434,2
435,6
436,2
437,6
438,3
439,3
440,9
441,3
442,5
443,3
444,4
445,2
446,17
447,2
448,6
449,3
450,5
451,5
452,3
453,2
454,12
455,3
456,3
457,21
458,12
459,11
460,2
461,7
462,2
463,7
464,4
465,8
466,2
467,10
468,2
469,8
470,5
471,2
472,9
473,2
474,12
475,3
476,2
477,11
478,2
479,7
480,3
481,3
482,6
483,6
484,18
485,2
486,10
487,3
488,4
489,3
490,2
491,16
492,4
493,4
494,4
495,8
496,4
497,3
498,5
499,13
500,3
501,3
