Degree,Log(Probability)
2,-1.860481301277109
3,-1.7346010553881064
4,-1.7898637340631558
5,-2.206757537994943
6,-2.770692987074882
7,-2.529530930257994
8,-3.3227615693749217
9,-2.934996038366158
10,-3.782293898753362
11,-3.9646154555473165
12,-3.7022511910798257
13,-3.782293898753362
14,-4.321290399486049
15,-4.657762636107262
16,-4.657762636107262
17,-5.168588259873252
18,-4.657762636107262
20,-5.574053367981417
21,-5.574053367981417
23,-6.267200548541362
24,-5.574053367981417
25,-5.574053367981417
27,-6.267200548541362
60,-6.267200548541362
121,-6.267200548541362
