Degree,Log(Probability)
2,-1.853128415604347
3,-1.6274564179367788
4,-2.0178836486804026
5,-2.145038824165649
6,-2.4159137783010487
7,-2.584990108344983
8,-2.7885890635862225
9,-3.657626910609832
10,-3.4499875458315876
11,-3.919991175077323
12,-4.430816798843313
13,-4.613138355637268
14,-4.430816798843313
15,-5.123963979403259
16,-5.123963979403259
17,-4.613138355637268
18,-5.529429087511423
20,-5.123963979403259
21,-5.529429087511423
22,-6.222576268071369
23,-5.123963979403259
25,-5.123963979403259
27,-5.529429087511423
31,-6.222576268071369
45,-6.222576268071369
82,-6.222576268071369
