Degree,Log(Probability)
2,-1.8137383759468302
3,-1.7773707317759553
4,-1.7150668484398006
5,-2.0940403411009885
6,-2.4849066497880004
7,-2.6936614636501104
8,-3.2850259499001133
9,-3.3517173243987854
10,-3.7232808808312687
11,-3.7232808808312687
12,-4.321117881586889
13,-4.154063796923723
14,-4.639571612705423
15,-4.773103005329946
16,-5.62040086571715
17,-6.025865973825314
18,-5.62040086571715
19,-5.332718793265369
20,-6.71901315438526
21,-5.62040086571715
22,-5.62040086571715
23,-6.71901315438526
24,-5.62040086571715
25,-6.025865973825314
26,-6.71901315438526
27,-6.71901315438526
28,-6.71901315438526
29,-5.332718793265369
32,-6.025865973825314
36,-6.71901315438526
44,-6.71901315438526
49,-6.71901315438526
53,-6.71901315438526
