Degree,Log(Probability)
2,-1.7143841411034901
3,-1.750532655219801
4,-1.917029170869359
5,-2.0950123260647153
6,-2.5069921151940733
7,-2.810042217874168
8,-3.026570530069659
9,-3.443085474364408
10,-3.394295310194976
11,-3.8738683904568623
12,-4.241593170582179
13,-4.401935820657359
14,-4.704216692530292
15,-4.647058278690344
16,-4.647058278690344
17,-5.139534763788138
18,-5.457988494906673
19,-5.139534763788138
20,-5.591519887531195
21,-5.591519887531195
22,-6.151135675466619
23,-5.745670567358454
24,-5.927992124152408
25,-6.4388177479183994
26,-6.4388177479183994
27,-6.844282856026563
28,-7.537430036586509
29,-6.4388177479183994
32,-7.537430036586509
33,-6.844282856026563
34,-7.537430036586509
36,-7.537430036586509
37,-6.844282856026563
39,-7.537430036586509
40,-7.537430036586509
43,-7.537430036586509
96,-7.537430036586509
111,-7.537430036586509
112,-7.537430036586509
