Degree,Log(Probability)
2,-1.7352168189543606
3,-1.7248000580961051
4,-1.9376342397514534
5,-2.1276778426393186
6,-2.5331429507474827
7,-2.767982541824884
8,-3.055664614276665
9,-3.180827757230671
10,-3.432142185511577
11,-3.6201944170145164
12,-4.279440045898781
13,-4.502583597212991
14,-4.502583597212991
15,-4.908048705321154
16,-5.041580097945677
17,-5.195730777772936
18,-5.195730777772936
19,-5.8888779583328805
20,-5.37805233456689
21,-5.8888779583328805
22,-5.6011958858811
23,-6.9874902470009905
24,-6.294343066441045
25,-5.6011958858811
29,-6.294343066441045
31,-6.294343066441045
32,-6.294343066441045
33,-6.9874902470009905
34,-6.9874902470009905
35,-6.9874902470009905
42,-6.9874902470009905
94,-6.9874902470009905
119,-6.9874902470009905
