Degree,Log(Probability)
2,-1.8077831186962123
3,-1.630614315297914
4,-1.9195271571358274
5,-2.157559320943788
6,-2.6275629501895232
7,-2.7900818796872984
8,-3.089598409786082
9,-3.2437490896133405
10,-3.426070646407295
11,-3.4950635178942466
12,-3.900528626002411
13,-4.747826486389615
14,-4.593675806562357
15,-5.44097366694956
16,-4.288294157011174
17,-5.286822987122301
18,-5.623295223743514
19,-5.846438775057725
20,-5.623295223743514
21,-5.846438775057725
22,-5.44097366694956
23,-6.539585955617669
24,-6.1341208475095055
25,-7.232733136177615
26,-7.232733136177615
27,-7.232733136177615
28,-6.1341208475095055
29,-6.1341208475095055
32,-6.1341208475095055
33,-7.232733136177615
34,-7.232733136177615
37,-6.539585955617669
40,-7.232733136177615
46,-7.232733136177615
137,-7.232733136177615
