Degree,Log(Probability)
2,-1.677491375679116
3,-1.7354786333294654
4,-2.0381985831457867
5,-2.144682063548237
6,-2.4589311633847397
7,-2.7212954278522306
8,-3.266022603293903
9,-3.414442608412176
10,-3.266022603293903
11,-3.588795995556954
12,-4.330733340286331
13,-4.235423160482006
14,-4.6874082842250635
15,-4.841558964052322
16,-5.247024072160486
17,-4.841558964052322
18,-5.534706144612267
19,-5.940171252720432
20,-5.534706144612267
21,-6.633318433280377
22,-5.534706144612267
23,-5.534706144612267
24,-5.534706144612267
25,-5.0238805208462765
26,-5.534706144612267
27,-6.633318433280377
35,-6.633318433280377
39,-6.633318433280377
42,-6.633318433280377
50,-6.633318433280377
63,-6.633318433280377
91,-6.633318433280377
