Degree,Log(Probability)
2,-1.7354594245395225
3,-1.6514940444221884
4,-1.936941479072553
5,-2.2734137156937657
6,-2.577902906461928
7,-2.7842393394597567
8,-2.8487778605973277
9,-3.288144520381173
10,-3.882851628127866
11,-3.9473901492654373
12,-4.458215773031428
13,-4.090490992906111
14,-4.090490992906111
15,-5.046002437933547
16,-5.046002437933547
17,-5.556828061699537
18,-5.269145989247757
19,-6.655440350367647
21,-5.046002437933547
22,-5.269145989247757
24,-5.556828061699537
25,-6.655440350367647
27,-6.655440350367647
28,-5.556828061699537
29,-6.655440350367647
31,-5.962293169807702
32,-5.962293169807702
34,-5.556828061699537
38,-6.655440350367647
40,-5.962293169807702
41,-6.655440350367647
42,-6.655440350367647
47,-6.655440350367647
53,-5.962293169807702
55,-6.655440350367647
