Degree,Log(Probability)
2,-1.7067082366098996
3,-1.74334236978968
4,-1.9498342875114476
5,-2.198530913250275
6,-2.364516050724536
7,-2.5981309019060412
8,-3.1446746082741113
9,-3.3089776595653873
10,-3.5056879538114414
11,-3.4631283393926457
12,-4.695272020685278
13,-4.443957592404372
14,-4.443957592404372
15,-4.695272020685278
16,-5.542569881072482
17,-5.948034989180646
18,-5.2548878086207
19,-4.8494227005125365
20,-5.2548878086207
21,-6.641182169740591
24,-5.948034989180646
26,-6.641182169740591
27,-6.641182169740591
31,-5.948034989180646
32,-6.641182169740591
33,-5.948034989180646
56,-6.641182169740591
