Degree,Log(Probability)
2,-1.715386490443481
3,-1.7452394535931621
4,-1.9459101490553135
5,-2.1507045617013265
6,-2.5336968139574325
7,-2.843851742261272
8,-3.295836866004329
9,-3.632309102625542
10,-3.4499875458315876
11,-2.843851742261272
12,-4.548599834499697
13,-5.241747015059643
14,-5.241747015059643
16,-5.241747015059643
17,-5.241747015059643
19,-4.548599834499697
20,-5.241747015059643
21,-5.241747015059643
22,-4.548599834499697
23,-4.548599834499697
24,-5.241747015059643
25,-5.241747015059643
30,-5.241747015059643
32,-5.241747015059643
