Degree,Log(Probability)
2,-1.6835458845878222
3,-1.5859074150239063
4,-1.7635885922613588
5,-2.639057329615259
6,-2.5138941866612527
7,-2.8622008809294686
8,-3.1498829533812494
9,-4.248495242049359
10,-3.5553480614894135
11,-3.960813169597578
12,-3.7376696182833684
13,-3.960813169597578
14,-4.653960350157523
15,-4.653960350157523
17,-5.3471075307174685
19,-4.248495242049359
20,-4.653960350157523
21,-5.3471075307174685
23,-5.3471075307174685
27,-4.653960350157523
33,-5.3471075307174685
38,-5.3471075307174685
44,-5.3471075307174685
