Degree,Log(Probability)
2,-1.7127162618876022
3,-1.7288456438174857
4,-1.7619065060783738
5,-2.1465808445174646
6,-2.4805869886434837
7,-2.8274579324855953
8,-3.107042794704757
9,-3.596591020023463
10,-3.4965075614664802
11,-3.832979798087693
12,-4.749270529961848
13,-3.9760806417283665
14,-4.931592086755803
15,-5.442417710521793
16,-5.1547356380700124
17,-4.931592086755803
18,-5.847882818629958
19,-5.1547356380700124
20,-5.1547356380700124
21,-5.847882818629958
22,-5.847882818629958
23,-5.847882818629958
25,-6.541029999189903
26,-6.541029999189903
29,-5.847882818629958
30,-6.541029999189903
41,-6.541029999189903
45,-6.541029999189903
47,-6.541029999189903
