Degree,Log(Probability)
2,-1.8313686073231008
3,-1.499234772300486
4,-2.1498223384416355
5,-2.069779630768099
6,-2.4375044108934163
7,-3.536116699561526
8,-2.7629268113280445
9,-3.1306515914533617
10,-3.381966019734268
11,-4.229263880121471
12,-5.327876168789581
13,-3.536116699561526
14,-4.634728988229636
15,-5.327876168789581
16,-4.634728988229636
17,-5.327876168789581
18,-5.327876168789581
19,-4.634728988229636
22,-5.327876168789581
23,-4.634728988229636
24,-5.327876168789581
30,-5.327876168789581
