Degree,Log(Probability)
2,-1.8012046397995736
3,-1.6997663969540853
4,-1.8264312027452492
5,-2.2577757588412344
6,-2.4697460095573187
7,-2.685969118026955
8,-3.0575326744594378
9,-3.328685444960008
10,-3.450575262569045
11,-3.6553696752150584
12,-4.304065093204169
13,-4.348516855775004
14,-4.666970586893538
15,-5.2423347317971
16,-4.666970586893538
17,-5.2423347317971
18,-5.136974216139274
19,-5.6477998399052645
20,-5.830121396699219
21,-6.053264948013429
22,-5.6477998399052645
23,-6.34094702046521
24,-5.6477998399052645
25,-6.34094702046521
26,-6.7464121285733745
27,-6.7464121285733745
28,-7.43955930913332
30,-7.43955930913332
31,-6.34094702046521
32,-6.7464121285733745
33,-7.43955930913332
37,-7.43955930913332
38,-7.43955930913332
40,-6.34094702046521
57,-7.43955930913332
97,-7.43955930913332
99,-7.43955930913332
120,-7.43955930913332
