Degree,Log(Probability)
2,-1.7624137340882344
3,-1.6940298760184012
4,-1.8211850515036478
5,-2.209843041295431
6,-2.478656629442829
7,-2.801207527545434
8,-3.032448289092263
9,-3.487923817775089
10,-3.6702453745690433
11,-3.8743407309125586
12,-4.155753190350744
13,-3.784189633918261
14,-5.205575314849422
15,-4.954260886568516
16,-4.709138428535531
17,-5.205575314849422
18,-5.205575314849422
19,-5.647408067128461
20,-5.35972599467668
21,-6.052873175236625
22,-5.765191102784844
23,-6.052873175236625
24,-7.151485463904735
25,-6.052873175236625
26,-6.23519473203058
27,-7.151485463904735
28,-6.7460203557965706
29,-6.7460203557965706
30,-7.844632644464681
31,-7.151485463904735
32,-6.45833828334479
33,-7.151485463904735
35,-7.151485463904735
36,-7.151485463904735
41,-6.7460203557965706
45,-7.844632644464681
48,-7.844632644464681
55,-7.844632644464681
149,-7.844632644464681
153,-7.844632644464681
