Degree,Log(Probability)
2,-1.736357823387635
3,-1.7583367301064101
4,-1.9849585457969448
5,-2.0914811766349484
6,-2.4295050039475803
7,-2.7244598357284406
8,-3.049320911421976
9,-3.262414126882684
10,-3.501306035165033
11,-3.930868694852258
12,-4.033522848912341
13,-4.210453557071419
14,-4.425564936688365
15,-5.005383431941307
16,-5.005383431941307
17,-5.34185566856252
18,-5.246545488758195
19,-5.246545488758195
20,-5.5649992198767295
21,-5.34185566856252
22,-5.447216184220347
23,-6.95129358099662
24,-7.644440761556566
25,-6.95129358099662
26,-6.545828472888456
27,-7.644440761556566
28,-6.95129358099662
29,-6.545828472888456
30,-7.644440761556566
31,-7.644440761556566
32,-7.644440761556566
33,-7.644440761556566
34,-7.644440761556566
35,-6.258146400436675
36,-6.95129358099662
37,-7.644440761556566
38,-7.644440761556566
43,-7.644440761556566
45,-7.644440761556566
69,-7.644440761556566
96,-7.644440761556566
148,-7.644440761556566
