Degree,Log(Probability)
2,-1.6945957207744071
3,-1.678847363806268
4,-1.9875828454558815
5,-2.2268125345217156
6,-2.4365330655037845
7,-2.893291467999499
8,-3.272781089704403
9,-3.0045171031097238
10,-3.891820298110627
11,-4.045970977937885
12,-3.5351453541718945
13,-3.758288905486104
14,-4.22829253473184
15,-4.73911815849783
16,-5.83773044716594
17,-4.73911815849783
18,-4.73911815849783
20,-5.83773044716594
22,-5.144583266605995
24,-5.83773044716594
27,-5.83773044716594
31,-5.83773044716594
63,-5.83773044716594
