Degree,Log(Probability)
2,-1.8856912890622586
3,-1.6233270245947675
4,-1.9710511380134155
5,-2.032294763254134
6,-2.5971876082904006
7,-2.8485020365713063
8,-3.030823593365261
9,-3.5416492171312517
10,-3.590439381300684
11,-3.495129201496359
12,-4.021222297393138
13,-4.283586561860629
14,-4.388947077518456
15,-4.5067301131748385
16,-4.794412185626619
17,-4.976733742420574
18,-4.640261505799361
19,-5.893024474294729
20,-5.487559366186565
21,-6.586171654854675
22,-5.487559366186565
23,-5.893024474294729
24,-6.586171654854675
25,-6.586171654854675
26,-6.586171654854675
28,-5.893024474294729
32,-6.586171654854675
34,-6.586171654854675
35,-6.586171654854675
38,-6.586171654854675
39,-6.586171654854675
43,-6.586171654854675
47,-6.586171654854675
108,-6.586171654854675
