Degree,Log(Probability)
2,-1.7455216007347671
3,-1.60866241801757
4,-1.88350734370867
5,-2.212862112561019
6,-2.4887931684772813
7,-2.792174150472166
8,-3.2698017048285606
9,-3.0027389195795156
10,-3.7943261729527133
11,-4.070579549580872
12,-3.9035254649177054
13,-4.763726730140817
14,-4.522564673323929
15,-5.215711853883874
16,-4.964397425602968
17,-4.763726730140817
18,-5.082180461259352
19,-6.063009714271078
20,-5.775327641819297
21,-7.161622002939187
22,-6.063009714271078
23,-7.161622002939187
24,-5.552184090505087
25,-6.468474822379242
26,-5.775327641819297
28,-7.161622002939187
29,-6.468474822379242
30,-7.161622002939187
32,-7.161622002939187
37,-7.161622002939187
43,-6.468474822379242
77,-7.161622002939187
88,-7.161622002939187
