Degree,Log(Probability)
2,-1.9823798288367047
3,-1.8962021325956524
4,-1.8339598237184314
5,-2.2700619012884857
6,-2.38285739543383
7,-2.5985659682605218
8,-2.7808875250544762
9,-3.186352633162641
10,-3.329453476803314
11,-3.5430275771013733
12,-4.28496492183075
13,-4.390325437488577
14,-4.28496492183075
15,-4.5081084731449605
16,-4.28496492183075
17,-4.795790545596741
18,-5.8944028342648505
19,-5.201255653704905
20,-5.8944028342648505
21,-5.201255653704905
22,-5.8944028342648505
23,-5.488937726156687
24,-6.587550014824796
26,-5.8944028342648505
33,-6.587550014824796
44,-6.587550014824796
47,-6.587550014824796
55,-6.587550014824796
58,-6.587550014824796
59,-6.587550014824796
61,-6.587550014824796
75,-6.587550014824796
78,-6.587550014824796
83,-6.587550014824796
