Degree,Log(Probability)
2,-1.8097909711112414
3,-1.663783148679259
4,-1.9303069956236938
5,-2.1809179416385143
6,-2.391482710745864
7,-2.732653468148631
8,-3.038820355274515
9,-3.554633520551545
10,-3.8423155930033257
11,-3.632595062021257
12,-4.024637149797281
13,-4.108018758736331
14,-4.678563617203944
15,-4.535462773563271
16,-4.940927881671436
17,-5.046288397329262
18,-5.046288397329262
19,-5.297602825610168
20,-5.634075062231381
21,-5.634075062231381
22,-7.243512974665481
23,-5.857218613545591
24,-6.144900685997372
25,-6.550365794105536
26,-6.144900685997372
27,-7.243512974665481
28,-6.144900685997372
29,-6.550365794105536
30,-6.550365794105536
32,-7.243512974665481
37,-7.243512974665481
42,-7.243512974665481
43,-7.243512974665481
49,-7.243512974665481
58,-7.243512974665481
108,-7.243512974665481
120,-7.243512974665481
150,-7.243512974665481
