Degree,Log(Probability)
2,0.19522776572668113
3,0.16268980477223427
4,0.13449023861171366
5,0.09978308026030369
6,0.0824295010845987
7,0.07809110629067245
8,0.05856832971800434
9,0.026030368763557483
10,0.039045553145336226
11,0.010845986984815618
12,0.01735357917570499
13,0.01735357917570499
14,0.01735357917570499
15,0.010845986984815618
16,0.008676789587852495
17,0.008676789587852495
18,0.004338394793926247
20,0.004338394793926247
21,0.006507592190889371
22,0.0021691973969631237
23,0.0021691973969631237
24,0.0021691973969631237
30,0.0021691973969631237
31,0.0021691973969631237
34,0.0021691973969631237
53,0.0021691973969631237
99,0.0021691973969631237
