Degree,Probability
2,0.1718931475029036
3,0.16840882694541232
4,0.17073170731707318
5,0.09407665505226481
6,0.08130081300813008
7,0.06736353077816493
8,0.04529616724738676
9,0.030197444831591175
10,0.03368176538908246
11,0.030197444831591175
12,0.016260162601626018
13,0.012775842044134728
14,0.013937282229965157
15,0.011614401858304297
16,0.010452961672473868
17,0.004645760743321719
18,0.005807200929152149
19,0.004645760743321719
20,0.005807200929152149
21,0.003484320557491289
23,0.0011614401858304297
25,0.0011614401858304297
26,0.003484320557491289
27,0.003484320557491289
28,0.0011614401858304297
33,0.0011614401858304297
37,0.0011614401858304297
40,0.0011614401858304297
43,0.0011614401858304297
48,0.0011614401858304297
64,0.0011614401858304297
