Degree,Probability
2,0.21212121212121213
3,0.16783216783216784
4,0.12237762237762238
5,0.12354312354312354
6,0.07575757575757576
7,0.053613053613053616
8,0.0641025641025641
9,0.029137529137529136
10,0.026806526806526808
11,0.023310023310023312
12,0.018648018648018648
13,0.013986013986013986
14,0.018648018648018648
15,0.009324009324009324
16,0.005827505827505828
17,0.002331002331002331
18,0.01048951048951049
20,0.005827505827505828
21,0.002331002331002331
22,0.0011655011655011655
23,0.002331002331002331
24,0.0011655011655011655
30,0.002331002331002331
32,0.0011655011655011655
36,0.0011655011655011655
37,0.002331002331002331
52,0.0011655011655011655
61,0.0011655011655011655
