Degree,Probability
2,0.12649164677804295
3,0.1801909307875895
4,0.12410501193317422
5,0.12291169451073986
6,0.1026252983293556
7,0.05847255369928401
8,0.060859188544152745
9,0.0477326968973747
10,0.0405727923627685
11,0.01909307875894988
12,0.013126491646778043
13,0.014319809069212411
14,0.016706443914081145
15,0.011933174224343675
16,0.007159904534606206
17,0.008353221957040573
18,0.00954653937947494
19,0.0059665871121718375
20,0.003579952267303103
21,0.00477326968973747
22,0.002386634844868735
25,0.003579952267303103
26,0.0011933174224343676
27,0.0011933174224343676
28,0.0011933174224343676
29,0.0011933174224343676
30,0.0011933174224343676
34,0.0011933174224343676
37,0.0011933174224343676
40,0.002386634844868735
41,0.0011933174224343676
45,0.0011933174224343676
46,0.0011933174224343676
87,0.0011933174224343676
