Degree,Probability
2,0.1518987341772152
3,0.17721518987341772
4,0.15611814345991562
5,0.09282700421940929
6,0.0970464135021097
7,0.06751054852320675
8,0.05063291139240506
9,0.04219409282700422
10,0.03375527426160337
11,0.029535864978902954
12,0.029535864978902954
13,0.012658227848101266
14,0.012658227848101266
15,0.004219409282700422
16,0.008438818565400843
18,0.004219409282700422
19,0.004219409282700422
24,0.008438818565400843
25,0.004219409282700422
31,0.004219409282700422
45,0.004219409282700422
47,0.004219409282700422
