Degree,Probability
2,0.185378590078329
3,0.1514360313315927
4,0.1462140992167102
5,0.13054830287206268
6,0.08877284595300261
7,0.05221932114882506
8,0.03655352480417755
9,0.033942558746736295
10,0.02610966057441253
11,0.018276762402088774
12,0.020887728459530026
13,0.02610966057441253
14,0.018276762402088774
15,0.013054830287206266
16,0.007832898172323759
17,0.007832898172323759
18,0.005221932114882507
19,0.010443864229765013
20,0.0026109660574412533
21,0.0026109660574412533
22,0.0026109660574412533
28,0.0026109660574412533
41,0.0026109660574412533
51,0.0026109660574412533
52,0.0026109660574412533
59,0.0026109660574412533
