Degree,Probability
2,0.1494661921708185
3,0.17437722419928825
4,0.12811387900355872
5,0.1103202846975089
6,0.08896797153024912
7,0.07473309608540925
8,0.046263345195729534
9,0.0498220640569395
10,0.017793594306049824
11,0.014234875444839857
12,0.02491103202846975
13,0.014234875444839857
14,0.03202846975088968
15,0.0035587188612099642
16,0.014234875444839857
17,0.017793594306049824
18,0.010676156583629894
19,0.010676156583629894
24,0.0035587188612099642
27,0.0035587188612099642
30,0.0035587188612099642
43,0.0035587188612099642
64,0.0035587188612099642
