Degree,Probability
2,0.18027210884353742
3,0.16326530612244897
4,0.14965986394557823
5,0.1326530612244898
6,0.06802721088435375
7,0.08163265306122448
8,0.03741496598639456
9,0.05102040816326531
10,0.01020408163265306
11,0.02040816326530612
12,0.02040816326530612
13,0.013605442176870748
14,0.017006802721088437
15,0.01020408163265306
16,0.003401360544217687
17,0.013605442176870748
18,0.003401360544217687
21,0.003401360544217687
23,0.003401360544217687
26,0.003401360544217687
32,0.006802721088435374
34,0.003401360544217687
35,0.003401360544217687
