Point Number,Degree
0,2
1,4
2,2
3,7
4,5
5,3
6,5
7,4
8,15
9,2
10,3
11,6
12,5
13,5
14,5
15,11
16,2
17,6
18,6
19,2
20,5
21,4
22,7
23,2
24,12
25,3
26,2
27,9
28,3
29,3
30,7
31,2
32,8
33,3
34,3
35,11
36,2
37,7
38,2
39,5
40,4
41,4
42,22
43,4
44,3
45,5
46,2
47,9
48,4
49,3
50,5
51,7
52,3
53,4
54,16
55,11
56,7
57,7
58,5
59,8
60,4
61,2
62,8
63,11
64,5
65,2
66,7
67,2
68,13
69,6
70,4
71,4
72,9
73,2
74,3
75,7
76,5
77,2
78,5
79,10
80,31
81,2
82,3
83,4
84,3
85,9
86,4
87,2
88,5
89,6
90,7
91,2
92,5
93,2
94,10
95,2
96,4
97,3
98,14
99,3
100,3
101,5
102,2
103,11
104,5
105,5
106,5
107,6
108,2
109,13
110,2
111,4
112,5
113,3
114,4
115,16
116,2
117,7
118,3
119,4
120,2
121,9
122,3
123,3
124,9
125,2
126,4
127,4
128,13
129,4
130,3
131,6
132,3
133,5
134,4
135,3
136,3
137,18
138,5
139,5
140,4
141,8
142,3
143,3
144,8
145,2
146,4
147,4
148,2
149,11
150,2
151,3
152,12
153,2
154,7
155,6
156,7
157,2
158,3
159,6
160,3
161,4
162,2
163,13
164,2
165,6
166,2
167,10
168,5
169,4
170,6
171,4
172,5
173,23
174,2
175,6
176,4
177,5
178,2
179,8
180,2
181,4
182,9
183,7
184,6
185,6
186,3
187,9
188,6
189,14
190,2
191,5
192,2
193,10
194,7
195,5
196,4
197,8
198,6
199,7
200,75
201,2
202,5
203,3
204,4
205,14
206,11
207,9
208,2
209,9
210,3
211,3
212,10
213,3
214,9
215,2
216,17
217,6
218,3
219,7
220,2
221,8
222,4
223,9
224,12
225,3
226,4
227,2
228,7
229,14
230,2
231,6
232,5
233,4
234,11
235,6
236,6
237,4
238,5
239,7
240,26
241,5
242,3
243,6
244,4
245,8
246,2
247,4
248,4
249,16
250,4
251,4
252,4
253,6
254,4
255,2
256,15
257,2
258,7
259,5
260,4
261,6
262,2
263,7
264,3
265,9
266,2
267,13
268,3
269,2
270,10
271,2
272,4
273,3
274,6
275,3
276,2
277,8
278,3
279,3
280,9
281,2
282,11
283,2
284,6
285,4
286,3
287,3
288,8
289,2
290,4
291,2
292,11
293,2
294,5
295,2
296,5
297,3
298,2
299,21
300,2
301,14
302,2
303,7
304,4
305,4
306,7
307,3
308,3
309,10
310,3
311,3
312,12
313,5
314,4
315,5
316,3
317,11
318,5
319,4
320,4
321,7
322,3
323,3
324,21
325,6
326,4
327,5
328,4
329,6
330,5
331,11
332,4
333,4
334,4
335,17
336,5
337,4
338,3
339,5
340,10
341,2
342,7
343,3
344,4
345,7
346,8
347,2
348,6
349,2
350,5
351,24
352,2
353,3
354,6
355,3
356,4
357,5
358,11
359,2
360,3
361,4
362,2
363,8
364,7
365,3
366,2
367,7
368,3
369,4
370,10
371,2
372,3
373,15
374,2
375,6
376,4
377,4
378,5
379,6
380,8
381,3
382,4
383,3
384,2
385,18
386,8
387,2
388,12
389,5
390,8
391,8
392,5
393,10
394,7
395,11
396,2
397,11
398,43
399,2
400,8
401,5
402,3
403,8
404,3
405,5
406,5
407,13
408,2
409,4
410,3
411,8
412,3
413,4
414,2
415,12
416,3
417,4
418,3
419,6
420,8
421,3
422,6
423,2
424,4
425,4
426,2
427,22
428,5
429,4
430,4
431,5
432,7
433,4
434,4
435,4
436,11
437,2
438,8
439,2
440,7
441,6
442,2
443,8
444,4
445,3
446,13
447,2
448,11
449,20
450,4
451,4
452,4
453,9
454,5
455,4
456,4
457,6
458,10
459,3
460,6
461,6
462,2
463,5
464,8
465,2
466,4
467,2
468,20
469,3
470,3
471,9
472,2
473,4
474,7
475,4
476,2
477,6
478,7
479,3
480,3
481,17
482,10
483,3
484,5
485,4
486,10
487,5
488,2
489,6
490,2
491,6
492,2
493,13
494,3
495,3
496,7
497,5
498,2
499,6
500,7
501,3
502,3
503,19
504,2
505,8
506,4
507,5
508,5
509,7
510,4
511,11
512,4
513,5
514,2
515,10
516,2
517,3
518,5
519,5
520,4
521,3
522,8
523,2
524,17
525,3
526,3
527,16
528,7
529,6
530,4
531,5
532,8
533,5
534,2
535,8
536,2
537,11
538,2
539,5
540,3
541,3
542,10
543,6
544,3
545,2
546,5
547,9
548,2
549,4
550,3
551,12
552,2
553,8
554,2
555,7
556,2
557,6
558,6
559,5
560,19
561,2
562,10
563,7
564,3
565,7
566,4
567,7
568,2
569,9
570,5
571,9
572,2
573,7
574,3
575,2
576,6
577,2
578,3
579,9
580,3
581,3
582,6
583,2
584,6
585,3
586,3
587,7
588,2
589,4
590,2
591,3
