Point Number,Degree
0,13
1,3
2,3
3,4
4,7
5,2
6,9
7,3
8,3
9,8
10,9
11,2
12,4
13,3
14,6
15,3
16,2
17,10
18,13
19,3
20,5
21,8
22,2
23,6
24,5
25,5
26,13
27,6
28,5
29,5
30,6
31,6
32,3
33,4
34,2
35,31
36,3
37,2
38,14
39,2
40,4
41,3
42,8
43,5
44,5
45,9
46,3
47,4
48,11
49,7
50,2
51,5
52,6
53,9
54,3
55,7
56,38
57,3
58,3
59,5
60,3
61,8
62,6
63,3
64,6
65,4
66,5
67,25
68,3
69,5
70,3
71,4
72,11
73,2
74,8
75,2
76,3
77,7
78,2
79,11
80,2
81,5
82,6
83,6
84,2
85,5
86,10
87,2
88,5
89,2
90,3
91,17
92,3
93,3
94,5
95,3
96,7
97,5
98,2
99,9
100,4
101,4
102,5
103,2
104,12
105,2
106,3
107,11
108,7
109,4
110,2
111,8
112,2
113,3
114,20
115,5
116,5
117,5
118,5
119,10
120,2
121,6
122,3
123,5
124,2
125,12
126,7
127,2
128,6
129,3
130,2
131,9
132,2
133,8
134,2
135,3
136,14
137,3
138,3
139,4
140,24
141,2
142,9
143,3
144,3
145,6
146,2
147,7
148,3
149,2
150,11
151,4
152,3
153,6
154,4
155,4
156,15
157,2
158,6
159,5
160,7
161,4
162,5
163,8
164,2
165,25
166,2
167,8
168,7
169,6
170,2
171,7
172,2
173,8
174,6
175,2
176,11
177,2
178,3
179,9
180,2
181,3
182,5
183,3
184,3
185,15
186,3
187,3
188,5
189,3
190,8
191,2
192,7
193,3
194,6
195,5
196,19
197,2
198,9
199,6
200,7
201,6
202,5
203,8
204,5
205,23
206,3
207,3
208,15
209,13
210,2
211,4
212,7
213,3
214,2
215,8
216,2
217,4
218,3
219,2
220,12
221,2
222,11
223,3
224,3
225,4
226,11
227,2
228,4
229,4
230,2
231,11
232,3
233,3
234,16
235,4
236,3
237,4
238,6
239,4
240,5
241,3
242,3
243,24
244,6
245,6
246,6
247,3
248,9
249,4
250,4
251,7
252,29
253,5
254,4
255,6
256,3
257,5
258,20
259,3
260,5
261,3
262,6
263,3
264,3
265,12
266,2
267,5
268,3
269,2
270,11
271,3
272,2
273,7
274,3
275,3
276,9
277,7
278,2
279,13
280,3
281,3
282,7
283,6
284,2
285,7
286,3
287,4
288,12
289,2
290,12
291,6
292,3
293,6
294,3
295,5
296,11
297,4
298,4
299,4
300,19
301,4
302,3
303,5
304,4
305,6
306,3
307,4
308,3
309,82
310,3
311,6
312,7
313,2
314,6
315,6
316,3
317,9
318,3
319,5
320,15
321,2
322,6
323,4
324,5
325,6
326,18
327,8
328,4
329,4
330,9
331,7
332,3
333,7
334,10
335,2
336,9
337,3
338,16
339,5
340,3
341,8
342,5
343,6
344,2
345,9
346,3
347,13
348,4
349,3
350,7
351,2
352,5
353,7
354,2
355,31
356,3
357,3
358,22
359,3
360,3
361,6
362,9
363,6
364,9
365,2
366,3
367,7
368,2
369,14
370,3
371,3
372,5
373,4
374,2
375,11
376,5
377,3
378,8
379,3
380,3
381,8
382,2
383,12
384,5
385,4
386,5
387,7
388,2
389,29
390,6
391,4
392,4
393,6
394,2
395,11
396,2
397,4
398,3
399,10
400,6
401,3
402,5
403,6
404,10
405,2
406,4
407,6
408,2
409,4
410,54
411,2
412,4
413,2
414,13
415,2
416,3
417,5
418,6
419,4
420,6
421,5
422,3
423,4
424,2
425,16
426,2
427,6
428,5
429,3
430,9
431,2
432,6
433,2
434,5
435,5
436,2
437,12
438,3
439,3
440,21
441,7
442,7
443,7
444,7
445,6
446,7
447,8
448,8
449,11
450,2
451,5
452,10
453,4
454,2
455,5
456,2
457,11
458,2
459,5
460,2
461,5
462,2
463,11
464,2
465,6
466,3
467,3
468,6
469,2
470,28
471,4
472,3
473,6
474,2
475,4
476,7
477,2
478,5
479,5
480,4
481,4
482,3
483,5
484,14
485,3
486,3
487,12
488,2
489,6
490,4
491,4
492,7
493,2
494,4
495,9
496,3
497,3
498,10
499,3
500,3
501,12
502,5
503,2
504,5
505,2
506,6
507,4
508,2
509,10
510,3
511,4
512,4
513,3
514,17
515,2
516,3
517,6
518,4
519,3
520,6
521,2
522,12
523,2
524,7
525,3
526,4
527,4
528,3
529,2
530,11
531,6
532,4
533,4
534,5
535,14
536,5
537,4
538,7
539,3
540,4
541,7
542,39
543,4
