Point Number,Degree
0,4
1,2
2,3
3,5
4,3
5,5
6,3
7,3
8,9
9,3
10,3
11,7
12,4
13,3
14,4
15,9
16,4
17,4
18,5
19,2
20,6
21,11
22,4
23,3
24,4
25,7
26,3
27,5
28,3
29,5
30,2
31,21
32,2
33,10
34,7
35,5
36,6
37,7
38,6
39,13
40,5
41,5
42,3
43,4
44,7
45,12
46,4
47,7
48,7
49,3
50,5
51,9
52,2
53,13
54,3
55,3
56,23
57,9
58,2
59,10
60,5
61,6
62,6
63,10
64,3
65,3
66,9
67,3
68,8
69,3
70,4
71,19
72,3
73,3
74,6
75,3
76,5
77,3
78,10
79,2
80,4
81,6
82,3
83,3
84,7
85,3
86,3
87,24
88,13
89,3
90,4
91,8
92,4
93,6
94,5
95,9
96,2
97,4
98,2
99,16
100,7
101,2
102,6
103,2
104,10
105,3
106,3
107,9
108,2
109,4
110,5
111,8
112,2
113,13
114,4
115,3
116,5
117,2
118,14
119,6
120,2
121,11
122,5
123,3
124,6
125,4
126,5
127,12
128,2
129,3
130,10
131,2
132,19
133,3
134,3
135,5
136,2
137,4
138,8
139,2
140,5
141,4
142,3
143,5
144,15
145,4
146,4
147,4
148,6
149,2
150,11
151,2
152,5
153,5
154,4
155,6
156,11
157,4
158,3
159,3
160,9
161,3
162,3
163,11
164,3
165,3
166,43
167,4
168,3
169,6
170,3
171,4
172,9
173,2
174,3
175,6
176,2
177,5
178,2
179,9
180,2
181,8
182,6
183,5
184,3
185,5
186,5
187,11
188,5
189,3
190,5
191,2
192,6
193,7
194,3
195,5
196,3
197,3
198,15
199,3
200,3
201,22
202,5
203,2
204,5
205,4
206,10
207,4
208,2
209,4
210,22
211,2
212,3
213,12
214,3
215,4
216,2
217,10
218,2
219,5
220,6
221,5
222,7
223,13
224,2
225,5
226,2
227,6
228,3
229,2
230,12
231,2
232,4
233,3
234,19
235,3
236,3
237,11
238,5
239,3
240,8
241,2
242,8
243,5
244,2
245,4
246,10
247,3
248,5
249,3
250,6
251,15
252,10
253,4
254,4
255,4
256,10
257,8
258,3
259,7
260,27
261,3
262,2
263,6
264,2
265,4
266,14
267,2
268,3
269,5
270,3
271,2
272,5
273,8
274,2
275,8
276,2
277,9
278,6
279,3
280,4
281,7
282,4
283,2
284,4
285,18
286,4
287,3
288,5
289,7
290,5
291,4
292,5
293,2
294,8
295,3
296,27
297,10
298,11
299,2
300,9
301,7
302,7
303,2
304,10
305,2
306,6
307,13
308,3
309,3
310,7
311,3
312,5
313,4
314,15
315,3
316,3
317,6
318,7
319,6
320,3
321,4
322,6
323,9
324,3
325,3
326,30
327,2
328,12
329,2
330,5
331,4
332,2
333,10
334,2
335,10
336,3
337,3
338,2
339,7
340,8
341,3
342,5
343,2
344,3
345,13
346,2
347,4
348,4
349,2
350,15
351,5
352,4
353,3
354,5
355,10
356,3
357,3
358,8
359,2
360,6
361,6
362,33
363,2
364,7
365,4
366,4
367,3
368,7
369,2
370,13
371,2
372,4
373,2
374,4
375,5
376,9
377,3
378,7
379,5
380,7
381,2
382,9
383,3
384,5
385,26
386,2
387,3
388,14
389,2
390,5
391,2
392,4
393,4
394,5
395,6
396,2
397,4
398,2
399,14
400,2
401,3
402,10
403,4
404,4
405,5
406,2
407,14
408,2
409,4
410,10
411,5
412,4
413,2
414,5
415,12
416,3
417,10
418,2
419,21
420,2
421,5
422,3
423,4
424,11
425,5
426,3
427,7
428,3
429,4
430,11
431,4
432,2
433,9
434,2
435,5
436,4
437,7
438,2
439,7
440,3
441,3
442,20
443,2
444,4
445,3
446,4
447,29
448,6
449,5
450,4
451,5
452,6
453,2
454,16
455,2
456,6
457,3
458,8
459,5
460,4
461,6
462,7
463,2
464,9
465,19
466,6
467,2
468,7
469,3
470,5
471,7
472,2
473,19
474,2
475,5
476,6
477,4
478,5
479,9
480,4
481,4
482,4
483,18
484,3
485,2
486,17
487,11
488,4
489,4
490,2
491,9
492,2
493,4
494,6
495,2
496,13
497,9
498,3
499,4
500,3
501,2
502,18
503,6
504,2
505,6
506,6
507,4
508,6
509,19
510,3
511,6
512,3
513,3
514,7
515,3
516,3
517,21
518,3
519,3
520,6
521,3
522,2
523,5
524,2
525,16
526,2
527,3
528,6
529,3
530,6
531,2
532,6
533,2
534,10
535,12
536,9
537,2
538,4
539,5
540,4
541,12
542,3
543,2
544,7
545,6
546,5
547,5
548,14
549,2
550,13
551,2
552,21
553,4
554,4
555,4
556,29
557,2
558,7
559,4
560,4
561,5
562,6
563,3
564,9
565,3
566,4
567,2
568,9
569,4
570,4
571,4
572,15
573,11
574,8
575,3
576,5
577,2
578,17
579,3
580,3
581,13
582,7
583,3
584,5
585,4
586,9
587,6
588,4
589,9
590,2
591,11
592,12
593,3
594,2
595,16
596,3
597,3
598,6
599,5
600,3
601,12
602,3
603,3
604,24
605,2
606,6
607,2
608,6
609,2
610,11
611,3
612,3
613,10
614,2
615,3
616,5
617,2
618,7
619,5
620,3
621,2
622,15
623,4
624,6
625,5
626,3
627,5
628,8
629,4
630,2
631,4
632,2
633,11
634,3
635,2
636,14
637,2
638,10
639,2
640,3
641,8
642,3
643,3
644,9
645,2
646,4
647,5
648,12
649,2
650,4
651,3
652,7
653,2
654,4
655,2
656,19
657,4
658,3
659,5
660,2
661,15
662,6
663,3
664,5
665,9
666,4
667,2
668,5
669,6
670,4
671,11
672,4
673,4
674,2
675,12
676,6
677,5
678,5
679,6
680,8
681,2
682,104
683,2
684,4
685,3
686,4
687,19
688,3
689,3
690,16
691,2
692,6
693,4
694,7
695,2
