Degree,Log(Probability)
2,-1.5773495978825998
3,-1.9568392195875037
4,-2.065052804227736
5,-1.9828147059907641
6,-2.5293584123588344
7,-2.7300291078209855
8,-3.1354942159291497
9,-3.2225055929187794
10,-3.6744907166618366
11,-4.01096295328305
12,-4.23410650459726
13,-5.62040086571715
14,-4.01096295328305
15,-4.23410650459726
16,-5.62040086571715
17,-4.23410650459726
18,-4.927253685157205
19,-5.62040086571715
21,-4.927253685157205
23,-5.62040086571715
26,-5.62040086571715
29,-4.5217885770490405
30,-5.62040086571715
33,-5.62040086571715
50,-5.62040086571715
