Degree,Log(Probability)
2,-1.7639799051209792
3,-1.8497467268784045
4,-1.8955562629096985
5,-2.365559892155434
6,-2.443521433625146
7,-2.9189451303402207
8,-2.7963428082478883
9,-3.3463891451671604
10,-3.4894899888078337
11,-3.751854253275325
12,-3.751854253275325
13,-4.2626798770413155
14,-3.857214768933151
15,-4.44500143383527
16,-4.2626798770413155
17,-6.05443934626937
18,-5.3612921657094255
19,-5.3612921657094255
20,-6.05443934626937
21,-5.3612921657094255
22,-5.3612921657094255
23,-6.05443934626937
26,-6.05443934626937
30,-6.05443934626937
31,-5.3612921657094255
34,-6.05443934626937
41,-6.05443934626937
42,-6.05443934626937
43,-6.05443934626937
63,-5.3612921657094255
128,-6.05443934626937
