Degree,Log(Probability)
2,-1.7460894323948666
3,-1.5970538532343788
4,-2.404145293143542
5,-2.3057052203302892
6,-2.5933872927820705
7,-3.2865344733420154
8,-3.206491765668479
9,-3.206491765668479
10,-3.206491765668479
11,-4.385146762010125
12,-3.979681653901961
13,-3.979681653901961
14,-3.979681653901961
15,-4.672828834461907
16,-4.672828834461907
17,-4.672828834461907
18,-4.672828834461907
19,-4.672828834461907
23,-5.07829394257007
25,-5.07829394257007
26,-5.771441123130016
27,-5.07829394257007
29,-5.07829394257007
31,-5.07829394257007
32,-4.385146762010125
34,-5.07829394257007
35,-5.07829394257007
36,-5.771441123130016
38,-5.771441123130016
39,-5.771441123130016
41,-5.771441123130016
42,-5.771441123130016
44,-5.771441123130016
46,-5.771441123130016
51,-5.771441123130016
