Degree,Log(Probability)
2,-1.8643986528680268
3,-1.7854102415493962
4,-2.027723708971326
5,-2.147524908783947
6,-2.7536607123542622
7,-2.7536607123542622
8,-3.1103356562929947
9,-3.264486336120253
10,-3.063815640658102
11,-4.0754165523365815
12,-3.6699514442284173
13,-4.0754165523365815
14,-5.461710913456472
15,-4.768563732896527
16,-3.9576335166801986
17,-4.545420181582317
18,-4.545420181582317
19,-6.154858094016418
20,-5.461710913456472
21,-4.768563732896527
22,-6.154858094016418
23,-4.768563732896527
24,-5.461710913456472
25,-6.154858094016418
27,-6.154858094016418
28,-5.461710913456472
29,-6.154858094016418
31,-6.154858094016418
34,-6.154858094016418
40,-6.154858094016418
41,-6.154858094016418
48,-5.461710913456472
55,-6.154858094016418
70,-6.154858094016418
72,-6.154858094016418
