Degree,Log(Probability)
2,-1.9821131977192739
3,-1.587459005715325
4,-1.8897398775882588
5,-1.9821131977192739
6,-2.5257286443082556
7,-2.9311937524164198
8,-3.3366588605245844
9,-3.624340932976365
10,-4.31748811353631
11,-3.4701902531491067
12,-3.8066624897703196
13,-4.31748811353631
14,-5.41610040220442
15,-4.31748811353631
16,-4.722953221644475
18,-4.31748811353631
19,-4.722953221644475
21,-5.41610040220442
22,-4.722953221644475
27,-4.31748811353631
29,-5.41610040220442
30,-5.41610040220442
37,-5.41610040220442
52,-5.41610040220442
