Degree,Log(Probability)
2,-1.658751225974606
3,-1.7387939336481424
4,-2.2183670139100284
5,-2.1442590417563068
6,-2.3629482427211363
7,-3.125088294768033
8,-3.0341165165623063
9,-3.33639738843524
10,-3.7717154596930853
11,-4.223700583436143
12,-3.7717154596930853
13,-3.7717154596930853
14,-4.377851263263401
15,-3.9723861551552364
16,-4.560172820057356
17,-4.560172820057356
18,-4.783316371371566
19,-6.169610732491456
20,-6.169610732491456
21,-6.169610732491456
22,-5.476463551931511
23,-6.169610732491456
24,-6.169610732491456
25,-5.070998443823346
26,-5.476463551931511
28,-6.169610732491456
29,-6.169610732491456
30,-6.169610732491456
32,-6.169610732491456
40,-6.169610732491456
53,-6.169610732491456
76,-6.169610732491456
104,-6.169610732491456
