Degree,Log(Probability)
2,-1.8089272728504204
3,-1.6640963249719645
4,-1.7582835400316654
5,-2.3460702049337847
6,-2.4391606279997964
7,-2.751535313041949
8,-3.0616902413457883
9,-3.5877833372425676
10,-3.9555081173678848
11,-4.206822545648791
12,-3.9555081173678848
13,-3.9555081173678848
14,-4.206822545648791
15,-4.7664383335842135
16,-4.7664383335842135
17,-4.543294782270004
18,-5.054120406035994
19,-4.206822545648791
20,-6.152732694704104
22,-6.152732694704104
32,-6.152732694704104
37,-5.459585514144159
40,-6.152732694704104
41,-6.152732694704104
58,-6.152732694704104
