Degree,Log(Probability)
2,-1.9006850510503774
3,-1.7465343712231192
4,-2.054835730877636
5,-2.2043674648485996
6,-2.419478844465545
7,-2.593832231610323
8,-3.073405311872209
9,-2.999297339718487
10,-4.028916756899645
11,-4.2520603082138555
12,-3.6924445202784324
13,-4.2520603082138555
14,-3.4411300919975263
15,-5.638354669333745
16,-4.2520603082138555
17,-4.028916756899645
18,-4.539742380665636
19,-4.539742380665636
24,-5.638354669333745
27,-5.638354669333745
30,-5.638354669333745
43,-5.638354669333745
64,-5.638354669333745
