Degree,Log(Probability)
2,-1.5723966407537513
3,-1.9161681798565757
4,-2.083222264519742
5,-1.8661577592819145
6,-2.583997552432231
7,-2.6352908468197818
8,-3.2771447329921766
9,-3.2771447329921766
10,-4.193435464866331
11,-4.193435464866331
12,-4.886582645426277
13,-4.193435464866331
14,-4.481117537318113
15,-4.481117537318113
16,-4.886582645426277
17,-4.481117537318113
18,-5.579729825986222
20,-4.481117537318113
23,-4.886582645426277
25,-5.579729825986222
26,-5.579729825986222
29,-4.886582645426277
30,-5.579729825986222
32,-5.579729825986222
46,-5.579729825986222
