Degree,Log(Probability)
2,-1.8523840910444898
3,-1.6982334112172317
4,-1.8523840910444898
5,-2.356289271965907
6,-2.588090886023231
7,-3.0845277723371223
8,-3.3256898291540105
9,-3.3256898291540105
10,-3.3256898291540105
11,-5.030437921392435
12,-3.3256898291540105
13,-4.11414718951828
14,-5.723585101952381
15,-5.723585101952381
16,-4.33729074083249
17,-4.11414718951828
18,-5.030437921392435
20,-5.030437921392435
22,-5.723585101952381
23,-5.030437921392435
24,-5.723585101952381
25,-5.723585101952381
27,-5.723585101952381
28,-4.11414718951828
30,-5.723585101952381
31,-5.030437921392435
32,-5.723585101952381
33,-5.723585101952381
34,-5.723585101952381
36,-5.723585101952381
40,-5.723585101952381
41,-5.723585101952381
48,-5.723585101952381
75,-5.723585101952381
