Degree,Log(Probability)
2,-1.7132878537865597
3,-1.8123787564307907
4,-1.8993901334204204
5,-2.020018121209035
6,-2.6878474937846906
7,-2.505525936990736
8,-3.285684494540311
9,-2.9755295662364714
10,-4.584967478670572
11,-3.891820298110627
12,-3.891820298110627
13,-4.297285406218791
14,-4.074141854904581
15,-4.584967478670572
16,-5.683579767338681
17,-4.297285406218791
18,-5.683579767338681
21,-5.683579767338681
23,-5.683579767338681
26,-5.683579767338681
32,-4.990432586778736
34,-5.683579767338681
35,-5.683579767338681
