Degree,Log(Probability)
2,-1.5092320473649385
3,-1.8860418997127268
4,-2.07175904550782
5,-2.467071782151966
6,-2.408231282129033
7,-2.5295921391333
8,-3.190990621378665
9,-3.6609942506244004
10,-3.6609942506244004
11,-4.171819874390391
12,-3.8841378019386106
13,-4.354141431184346
14,-5.270432163058501
15,-4.354141431184346
16,-4.171819874390391
17,-5.963579343618447
18,-4.864967054950337
19,-4.577284982498556
20,-4.864967054950337
21,-5.963579343618447
23,-5.963579343618447
24,-5.270432163058501
25,-5.963579343618447
27,-5.963579343618447
28,-5.270432163058501
29,-5.963579343618447
31,-5.270432163058501
37,-5.963579343618447
38,-5.963579343618447
39,-5.963579343618447
40,-5.963579343618447
51,-5.963579343618447
58,-5.963579343618447
