Degree,Log(Probability)
2,-1.5729597038316905
3,-1.9709898334523368
4,-1.8073604096705347
5,-2.376454941560501
6,-2.2512917986064953
7,-2.686609869864341
8,-3.0696021221204464
9,-3.292745673434656
10,-3.379757050424286
11,-5.084505142662711
12,-4.168214410788556
13,-4.679040034554547
14,-3.8317421741673434
15,-5.084505142662711
16,-4.679040034554547
17,-5.777652323222656
19,-5.777652323222656
20,-5.777652323222656
21,-5.777652323222656
22,-5.777652323222656
25,-5.777652323222656
26,-5.777652323222656
28,-5.777652323222656
31,-5.084505142662711
34,-5.777652323222656
36,-5.777652323222656
