Degree,Log(Probability)
2,-1.7370490370267464
3,-1.6829818157564707
4,-1.919370593820701
5,-2.1016921506146558
6,-2.547979253243075
7,-2.6125177743806463
8,-3.2411264338030206
9,-3.711130063048756
10,-3.934273614362966
11,-3.816490578706582
12,-4.067805006987489
13,-3.934273614362966
14,-4.067805006987489
15,-4.404277243608702
16,-4.915102867374692
17,-4.404277243608702
19,-4.627420794922911
22,-6.013715156042802
23,-6.013715156042802
24,-6.013715156042802
30,-6.013715156042802
33,-6.013715156042802
38,-6.013715156042802
39,-6.013715156042802
