Degree,Log(Probability)
2,-1.8575726877976269
3,-1.9652033519899923
4,-1.8575726877976269
5,-1.988192870214691
6,-2.5305171610400525
7,-2.8590212280120886
8,-2.9161796418520374
9,-2.804954006741813
10,-3.264486336120253
11,-3.4468078929142076
12,-4.363098624788362
13,-4.139955073474153
14,-4.363098624788362
15,-4.650780697240144
16,-5.749392985908253
17,-5.056245805348308
18,-5.749392985908253
22,-5.749392985908253
23,-5.749392985908253
26,-5.749392985908253
32,-5.749392985908253
35,-5.749392985908253
40,-5.749392985908253
55,-5.749392985908253
63,-5.749392985908253
