Degree,Log(Probability)
2,-1.7725895531203348
3,-1.8379723123831866
4,-1.9676501356917193
5,-2.134704220354885
6,-2.3578477716690953
7,-2.531119492943132
8,-2.8098328954121525
9,-4.062595863907521
10,-3.657130755799356
11,-3.5770880481258196
12,-4.755743044467466
13,-5.043425116919247
14,-4.755743044467466
15,-4.196127256532043
16,-4.350277936359301
17,-5.043425116919247
18,-5.043425116919247
19,-6.142037405587356
20,-6.142037405587356
21,-5.448890225027411
22,-6.142037405587356
23,-6.142037405587356
24,-5.448890225027411
25,-6.142037405587356
27,-6.142037405587356
29,-6.142037405587356
30,-6.142037405587356
32,-5.043425116919247
35,-5.448890225027411
39,-6.142037405587356
40,-6.142037405587356
72,-6.142037405587356
