Degree,Log(Probability)
2,-1.5633202303391347
3,-1.6516128374848131
4,-2.137120653266514
5,-2.32949254591397
6,-2.392012902895304
7,-2.6905058914513007
8,-3.1179499062782403
9,-3.0534113851406692
10,-3.880089958325137
11,-3.746558565700614
12,-4.034240638152395
13,-4.034240638152395
14,-4.727387818712341
15,-4.727387818712341
16,-5.82600010738045
17,-5.1328529268205045
19,-5.1328529268205045
21,-5.82600010738045
24,-4.727387818712341
28,-5.82600010738045
36,-5.82600010738045
43,-5.82600010738045
