Degree,Log(Probability)
2,-1.8022858822150425
3,-1.5509714539341364
4,-2.074219597698684
5,-1.9564365620423008
6,-2.7265447837383743
7,-2.7673667782586295
8,-3.5475253358082046
9,-3.5475253358082046
10,-4.335982696172475
11,-3.6428355156125294
12,-3.6428355156125294
13,-4.335982696172475
14,-4.15366113937852
15,-4.335982696172475
16,-3.999510459551262
17,-4.5591262474866845
18,-5.25227342804663
19,-5.25227342804663
22,-4.846808319938465
23,-5.945420608606575
28,-5.945420608606575
33,-5.945420608606575
35,-5.945420608606575
41,-5.945420608606575
72,-5.945420608606575
