Degree,Log(Probability)
2,-1.7368183511967539
3,-1.5962364005755645
4,-1.900447774978556
5,-2.4112733987445467
6,-2.4490137267273937
7,-2.6160678113905598
8,-2.8738969206926597
9,-3.7612001156935624
10,-3.7612001156935624
11,-3.915350795520821
12,-4.608497976080766
13,-5.01396308418893
14,-5.01396308418893
15,-4.097672352314775
17,-4.608497976080766
18,-4.608497976080766
19,-5.707110264748875
20,-5.01396308418893
22,-5.707110264748875
23,-5.707110264748875
26,-5.707110264748875
29,-5.707110264748875
31,-5.707110264748875
32,-5.707110264748875
33,-5.707110264748875
36,-5.707110264748875
40,-5.707110264748875
