Degree,Log(Probability)
2,-1.556037135706985
3,-1.8304739814087454
4,-2.0668627594729756
5,-2.1358556309599273
6,-2.6646997602285962
7,-3.1654750481410856
8,-2.9831534913471307
9,-3.1166848839716534
10,-3.4531571205928664
11,-3.963982744358857
12,-3.763312048896706
13,-3.963982744358857
14,-4.774912960575186
15,-5.4680601411351315
16,-4.2152971726397634
17,-5.062595033026967
19,-5.4680601411351315
20,-6.161207321695077
21,-4.774912960575186
23,-5.062595033026967
24,-5.4680601411351315
25,-6.161207321695077
29,-5.4680601411351315
30,-6.161207321695077
31,-5.4680601411351315
32,-6.161207321695077
43,-6.161207321695077
45,-6.161207321695077
53,-6.161207321695077
61,-6.161207321695077
84,-6.161207321695077
