Degree,Log(Probability)
2,-1.6214862509502748
3,-1.534474873960645
4,-2.0044785032063808
5,-2.200223080332476
6,-2.5530444549552183
7,-2.6756467770475507
8,-3.7316994512968646
9,-3.172083663361442
10,-3.8652308439213874
11,-4.019381523748645
12,-3.613916415640481
13,-5.117993812416755
14,-5.117993812416755
15,-4.712528704308591
16,-5.117993812416755
17,-5.8111409929767
18,-5.8111409929767
19,-5.117993812416755
20,-5.8111409929767
21,-5.8111409929767
23,-5.8111409929767
30,-5.8111409929767
32,-5.117993812416755
41,-5.8111409929767
49,-5.8111409929767
