Degree,Log(Probability)
2,-1.7360174862198199
3,-1.811052672162734
4,-1.995975010656746
5,-2.4659786399024815
6,-2.44128602731211
7,-2.571339155560308
8,-3.063815640658102
9,-3.063815640658102
10,-3.3822693717766366
11,-4.363098624788362
12,-4.208947944961104
13,-3.9576335166801986
14,-4.0754165523365815
15,-4.363098624788362
16,-6.154858094016418
17,-4.545420181582317
18,-5.056245805348308
19,-4.768563732896527
20,-4.0754165523365815
21,-6.154858094016418
23,-6.154858094016418
26,-6.154858094016418
32,-6.154858094016418
34,-6.154858094016418
35,-6.154858094016418
37,-6.154858094016418
39,-6.154858094016418
42,-5.461710913456472
43,-6.154858094016418
58,-6.154858094016418
99,-6.154858094016418
