Degree,Log(Probability)
2,-1.9049837213460958
3,-1.8875919786342266
4,-1.8704975452749266
5,-2.119393592691551
6,-2.5468376075184906
7,-2.4822990863809196
8,-3.11482164512443
9,-3.239984788078436
10,-4.156275519952591
11,-4.156275519952591
12,-4.8494227005125365
13,-3.7508104118444265
14,-4.561740628060756
15,-4.338597076746546
16,-4.338597076746546
17,-4.8494227005125365
18,-5.2548878086207
19,-5.2548878086207
21,-5.948034989180646
22,-5.948034989180646
23,-5.948034989180646
24,-5.948034989180646
25,-4.8494227005125365
26,-5.948034989180646
28,-5.948034989180646
29,-5.948034989180646
31,-5.948034989180646
32,-4.338597076746546
33,-5.2548878086207
34,-5.948034989180646
35,-5.948034989180646
44,-5.948034989180646
47,-5.948034989180646
52,-5.948034989180646
103,-5.948034989180646
