Degree,Log(Probability)
2,-1.6853551121393304
3,-1.8875919786342266
4,-1.9226832984454967
5,-2.0360119837524997
6,-2.4216744645644845
7,-2.9523027156266552
8,-3.3089776595653873
9,-3.3830856317191094
10,-3.6454498961866
11,-4.002124840125332
12,-3.86859344750081
13,-3.6454498961866
14,-4.002124840125332
15,-4.338597076746546
16,-4.8494227005125365
17,-4.8494227005125365
18,-5.2548878086207
19,-4.561740628060756
20,-5.948034989180646
21,-5.948034989180646
22,-5.948034989180646
28,-5.948034989180646
41,-5.948034989180646
51,-5.948034989180646
52,-5.948034989180646
59,-5.948034989180646
